T_REC,NOAA_AR,SAVNCPP,MEANPOT,EPSZ,TOTBSQ,TOTFZ,TOTABSTWIST
2012.09.07_18:00:00.000_TAI,11564,5321366000000.0,2645.5,-0.4187485317429949,26077454565.416546,-5770.204679471699,8613.062801729073
2012.09.08_22:36:00.000_TAI,11564,9068239000000.0,3826.1,-0.4880274791679981,33233347299.694187,-8570.20417900381,8184.894200414104
2012.09.29_04:36:00.000_TAI,11583,6121575000000.0,4448.3,-0.4610580274987276,28408298757.88021,-6921.075960766013,5891.490580924106
2012.11.12_02:00:00.000_TAI,11613,3102245000000.0,9459.2,-0.3110725468820048,11810975877.724863,-1941.4228692393256,1332.51289019944
2012.11.12_05:48:00.000_TAI,11613,6230767000000.0,7914.0,-0.3272944427932051,12293215997.882956,-2126.066511973129,1623.994330039184
2014.04.15_17:12:00.000_TAI,12035,26441250000000.0,5143.4,-0.3311950403368676,17476559607.81003,-3058.527675039281,2991.101582920505
2012.11.13_04:00:00.000_TAI,11613,27432170000000.0,7916.0,-0.3198801091972145,16528945738.688498,-2793.8630669130625,2948.6548454251183
2012.11.19_19:24:00.000_TAI,11618,3376275000000.0,5812.9,-0.3522250530828253,13457076733.921003,-2504.6300659043536,2913.647799949156
2012.11.20_07:00:00.000_TAI,11618,11405240000000.0,6953.0,-0.2074094156372944,16241940159.737768,-1780.077948513711,3641.468657895441
2016.04.17_21:00:00.000_TAI,12529,13525080000000.0,11683.0,-0.1841911944331602,17424305593.189697,-1695.8877018654846,3713.860064470858
2012.11.26_16:00:00.000_TAI,11618,1964028000000.0,3188.6,-0.5616947554116765,20700456860.258747,-6144.023713100897,3607.907567916169
2012.11.26_21:24:00.000_TAI,11620,1149087000000.0,10585.0,-0.1772510855813289,25760347043.962933,-2412.755723195756,3664.697279323255
2015.01.29_13:48:00.000_TAI,12268,11643780000000.0,10700.0,-0.2658952934561628,31954330227.025925,-4489.655349101649,4433.681508086077
2015.01.25_11:36:00.000_TAI,12268,3599491000000.0,10541.0,-0.2173700604862528,69028073862.1302,-7928.628969199806,7465.784439196222
2013.01.10_15:12:00.000_TAI,11654,5954798000000.0,12512.0,-0.2114811232512901,67676253646.09007,-7562.763746280621,7807.457064067178
2013.10.17_13:00:00.000_TAI,11861,12334770000000.0,9254.4,-0.3094944410828303,19648875627.01685,-3213.3878913532976,4959.698982118377
2013.01.12_08:36:00.000_TAI,11652,14102660000000.0,5989.9,-0.3387206054644285,17194114630.074127,-3077.471140921377,4637.492211797655
2013.02.16_15:48:00.000_TAI,11675,1069003000000.0,3616.8,-0.4569738137800464,696682444.0705003,-168.2282388302962,204.62535413040985
2013.03.04_08:00:00.000_TAI,11686,524772400000.0,5241.0,-0.2789053957441541,4698645389.9017935,-692.4719830829417,573.202713530196
2013.03.20_22:00:00.000_TAI,11692,26643070000000.0,6765.3,-0.3726174624364404,36054431575.33746,-7098.956532543907,4722.811304160051
2013.04.10_07:12:00.000_TAI,11719,9861210000000.0,7501.0,-0.2807255817626693,18139485601.733784,-2690.7893799025987,3424.1797140487524
2013.04.11_20:36:00.000_TAI,11718,2307224000000.0,9803.3,-0.2429368552322505,27432601557.76406,-3521.544586144006,3691.212419423678
2013.04.21_10:24:00.000_TAI,11726,23184940000000.0,12776.0,-0.0961488699904529,34200294128.17574,-1737.587810311735,4573.042910983232
2015.06.18_22:00:00.000_TAI,12371,19123750000000.0,16735.0,-0.1261027121561443,25678772629.600643,-1711.0845362133457,5431.7294960412455
2013.10.17_05:24:00.000_TAI,11861,5662115000000.0,8779.6,-0.3534567554880805,20061795297.293182,-3746.958121115707,5987.3891174302335
2013.05.04_18:00:00.000_TAI,11739,35713420000000.0,4460.8,-0.4921231623865158,20995425457.1174,-5459.730392757661,4384.985937245539
2013.05.15_21:48:00.000_TAI,11748,26384810000000.0,6401.5,-0.4027892057580641,25193158958.198154,-5362.078961768768,3850.904297142514
2013.05.16_09:00:00.000_TAI,11748,24470990000000.0,5929.4,-0.3539093512688682,21967123918.82809,-4108.071444658808,3939.2453421742152
2013.05.21_13:36:00.000_TAI,11745,4841860000000.0,2930.5,-0.5603424091264468,16873906341.950811,-4996.224092049336,3680.762186719116
2013.05.30_20:00:00.000_TAI,11760,2993803000000.0,2260.8,-0.6486550308453125,3949740435.631008,-1353.8019365570915,1117.7316083901967
2013.06.04_09:00:00.000_TAI,11762,24286600000000.0,9170.0,-0.2605045215991293,30579804662.475483,-4209.425514828386,4607.837207743656
2013.08.11_10:36:00.000_TAI,11817,5371673000000.0,6139.9,-0.3596751232102224,12049584481.754091,-2290.104337976043,2413.44795603534
2013.08.16_18:24:00.000_TAI,11818,29692600000000.0,15419.0,-0.0830016455779768,21204500163.84614,-930.0100766125644,2306.785085776152
2013.08.16_19:36:00.000_TAI,11818,30677850000000.0,15453.0,-0.0963207269147952,21544493376.71936,-1096.5508062007736,2338.443968819557
2012.01.25_21:12:00.000_TAI,11402,27744440000000.0,3743.1,-0.2696993919692605,20194597471.16882,-2877.98110423633,3691.648480049844
2011.09.27_08:24:00.000_TAI,11302,12554920000000.0,18882.0,-0.2661202360048733,14573696748.317122,-2049.370223946888,2930.642179782232
2013.10.21_11:48:00.000_TAI,11875,19418370000000.0,7504.8,-0.2769116842899801,14892261834.351397,-2179.0869664929683,3123.357298006817
2013.10.16_15:36:00.000_TAI,11861,6237657000000.0,9806.9,-0.2907311175783581,35860878826.442726,-5509.157331621928,4161.716886718565
2013.10.16_15:36:00.000_TAI,11861,2341690000000.0,4166.1,-0.4303438931906013,11481411369.290468,-2610.860400033177,2880.6758150418536
2013.10.21_00:24:00.000_TAI,11875,2576458000000.0,4488.3,-0.3620116512778919,18428541983.200115,-3525.2206235330445,4416.952259730841
2015.01.28_16:12:00.000_TAI,12277,7843014000000.0,4081.8,-0.1535938920537908,26599095175.80913,-2158.805384631808,5244.607596111986
2013.10.22_20:48:00.000_TAI,11875,14868690000000.0,11502.0,-0.0558817842147671,38043175630.80289,-1123.3621138238798,5812.1016741295
2013.10.22_23:36:00.000_TAI,11875,16410820000000.0,13045.0,-0.0285995872926253,42071607681.37241,-635.8015758896396,5910.512612006787
2013.10.23_00:12:00.000_TAI,11875,25328930000000.0,13358.0,-0.0278237364985266,43270501377.97452,-636.1801534401586,5989.495773008952
2013.10.23_00:24:00.000_TAI,11877,21307030000000.0,10906.0,-0.188292252080439,44662918351.0892,-4443.77697930233,5390.082648944932
2011.09.25_03:24:00.000_TAI,11302,17261460000000.0,19691.0,-0.0396394324764346,51683141405.35546,-1082.5527708312295,6251.126095994445
2013.10.23_10:36:00.000_TAI,11875,18206210000000.0,15727.0,-0.038206138166439,51722099187.66259,-1044.1959843765987,6202.493719939634
2013.10.25_19:48:00.000_TAI,11882,12312510000000.0,14931.0,-0.177931037429159,23806321567.889267,-2238.2913921831305,2852.1190368216085
2013.10.26_12:36:00.000_TAI,11875,36083060000000.0,11030.0,-0.1966314982416514,52168347064.98958,-5420.418863297999,6547.218186941216
2013.10.27_02:00:00.000_TAI,11875,38450770000000.0,10628.0,-0.2458279006027796,59083362549.49765,-7674.835170480613,7797.354879768372
2013.10.27_04:36:00.000_TAI,11875,37142030000000.0,10031.0,-0.2602059753904655,60773860146.79914,-8356.160466845817,7527.917595394058
2016.02.11_21:36:00.000_TAI,12497,19374290000000.0,5757.1,-0.2260116779910321,37043947118.04164,-4424.058059311583,5405.206483465985
2013.10.27_14:00:00.000_TAI,11875,35733570000000.0,10415.0,-0.2444524191830043,63101074184.86067,-8150.866229056794,7521.091989133657
2014.12.16_15:12:00.000_TAI,12241,15703510000000.0,9261.2,-0.1411096698828228,28356317546.023518,-2114.361427946444,3363.287347101568
2016.07.23_01:24:00.000_TAI,12567,14386220000000.0,8749.1,-0.1412006367157586,28481551436.77242,-2125.0689783060448,3399.313024608516
2013.10.27_21:00:00.000_TAI,11875,34618110000000.0,10873.0,-0.2547842109330348,68931201523.88463,-9280.279881314738,7985.572715345109
2013.10.31_19:48:00.000_TAI,11884,12012320000000.0,10705.0,-0.1429406573315716,39173848530.96758,-2958.8622037150462,5874.649378210142
2013.11.01_22:24:00.000_TAI,11884,14362920000000.0,9779.9,-0.1390791698961998,34030716312.43943,-2500.955285057537,5070.577713841208
2013.11.02_05:24:00.000_TAI,11884,13923400000000.0,10717.0,-0.1590362366747518,31577137529.893818,-2653.637418242912,4487.033448789392
2012.05.06_19:36:00.000_TAI,11476,21002690000000.0,10952.0,-0.2650516811277763,71778018940.4094,-10052.976996870108,8356.21104184136
2013.11.04_18:12:00.000_TAI,11890,26248740000000.0,10063.0,-0.245991933185296,76422778736.53741,-9933.82141432829,9029.809457739251
2013.11.04_22:12:00.000_TAI,11890,36218290000000.0,11337.0,-0.2301815751553834,80726384486.86563,-9818.808279081632,9764.270800330807
2013.11.05_13:48:00.000_TAI,11890,36866140000000.0,12142.0,-0.1858998653700612,71312402199.61702,-7005.139537284572,9344.497905582924
2012.07.01_04:00:00.000_TAI,11513,15611290000000.0,6107.5,-0.1756196738037254,70212101612.16594,-6515.651073542681,9561.493066153973
2021.08.27_12:36:00.000_TAI,12860,27695990000000.0,9503.5,-0.134596211111864,62472430765.339325,-4443.180349372245,8777.94247309162
2011.08.01_10:00:00.000_TAI,11261,15001350000000.0,12873.0,-0.1270404070145557,60930725853.558685,-4090.259876738183,8090.015253750727
2021.10.07_18:00:00.000_TAI,12882,11008180000000.0,14502.0,-0.165568955672859,7359170780.698711,-643.8437062636641,1287.8586551972126
2014.02.15_20:48:00.000_TAI,11977,11108800000000.0,7562.7,-0.1395145310708427,44536116522.45787,-3283.253618996123,5915.198919650702
2013.11.12_15:24:00.000_TAI,11897,39535930000000.0,7181.4,-0.3497551028758875,65002974531.627365,-12013.510572099663,9464.95859237418
2013.11.14_02:24:00.000_TAI,11899,9372322000000.0,14148.0,-0.1711055876761258,62184117193.44467,-5622.329691699099,5493.289705719986
2014.02.01_19:36:00.000_TAI,11968,12936070000000.0,7003.9,-0.1572350827718819,27075534037.73381,-2249.567856181196,3725.307668299775
2013.11.15_07:48:00.000_TAI,11900,4137306000000.0,11578.0,-0.1578780216121457,26533693146.6915,-2213.563572501046,3588.283215905845
2013.11.16_05:12:00.000_TAI,11900,2559065000000.0,9501.0,-0.1967677791733773,31221408833.524487,-3246.2288166108297,4663.55918687745
2013.08.17_11:12:00.000_TAI,11818,28021270000000.0,13426.0,-0.3697312840113127,49792331659.25378,-9727.950186892973,6367.705721275945
2013.11.22_02:36:00.000_TAI,11904,7786370000000.0,17936.0,-0.1342831260587578,67614067072.95062,-4797.678420484536,5871.71014901531
2014.02.27_22:24:00.000_TAI,11982,11322910000000.0,2608.3,-0.1683383552427817,68903494282.89,-6129.103903256147,6754.550245159555
2014.03.01_18:24:00.000_TAI,11986,2240014000000.0,994.08,-0.3683769743637713,13661184159.578758,-2659.214967241366,2420.0043524387697
2013.12.21_08:12:00.000_TAI,11928,20728040000000.0,8740.5,-0.2822008225631053,41898034073.71951,-6247.762812514826,6043.57084636251
2013.12.21_08:36:00.000_TAI,11928,20235240000000.0,8869.2,-0.2901821136094812,41828584172.80696,-6413.814780111554,6008.983695768092
2013.12.21_14:36:00.000_TAI,11934,5480618000000.0,6418.8,-0.3639915066202974,36720484748.826935,-7062.724560656689,6403.742344764854
2011.11.15_03:12:00.000_TAI,11348,8512659000000.0,6342.6,-0.3018692432329594,43415401096.09628,-6925.24795084344,5954.0245735447925
2013.12.21_22:12:00.000_TAI,11928,6515990000000.0,8936.4,-0.3266395464486853,45275195373.00583,-7814.509090610744,6243.626384998792
2014.03.08_05:24:00.000_TAI,12002,3591123000000.0,3406.2,-0.3254302794187342,45555183717.72376,-7833.726112407679,6387.631676597952
2014.02.14_07:12:00.000_TAI,11974,10109490000000.0,11687.0,-0.3241219762792189,46434959669.661255,-7952.911836971677,6353.82650035954
2013.12.28_08:00:00.000_TAI,11936,8220470000000.0,5331.3,-0.3189695663175674,13132874200.92649,-2213.510865717393,3170.63899640917
2013.12.30_22:00:00.000_TAI,11936,6385484000000.0,9384.6,-0.169313344483101,28926510179.55324,-2587.973389868185,4879.848175639722
2011.02.16_18:00:00.000_TAI,11162,4180607000000.0,9582.0,-0.2653575158127304,35261011294.66738,-4944.231923327629,5994.489460931815
2014.01.03_10:24:00.000_TAI,11944,51578200000000.0,10313.0,-0.2744750890578929,128573023277.00548,-18647.70784902721,15083.42292125336
2014.01.06_03:48:00.000_TAI,11946,4917490000000.0,10325.0,-0.1653520218957584,11317226062.737411,-988.8311903329326,1313.343180490003
2014.01.06_10:12:00.000_TAI,11944,72063430000000.0,15385.0,-0.0689206208970615,134204116872.46004,-4887.509880050377,13832.42738898398
2014.01.06_18:36:00.000_TAI,11944,66697340000000.0,16349.0,-0.0703628805012624,135191963182.50871,-5026.516419632481,13381.481892078436
2014.12.19_16:24:00.000_TAI,12241,41090910000000.0,17064.0,-0.2488199196538989,94951940868.57436,-12484.227406782598,9345.668755216158
2015.03.01_19:12:00.000_TAI,12290,12617710000000.0,6283.4,-0.1687474146922513,105667472387.01906,-9422.172364869164,12526.735447828369
2021.08.26_21:24:00.000_TAI,12860,20669600000000.0,7732.0,-0.1579703008099111,103544083396.90208,-8643.17747147626,12874.409807803026
2014.02.01_06:36:00.000_TAI,11968,3535605000000.0,5264.1,-0.3404933743702846,20402028421.545715,-3670.748235055868,5614.097560501576
2014.02.01_08:24:00.000_TAI,11967,31705860000000.0,18228.0,-0.0666916115999805,118293499102.9964,-4168.738179237272,13338.007226450389
2014.10.25_14:12:00.000_TAI,12192,30660060000000.0,16306.0,-0.0373249539038027,115780771598.2612,-2283.538713926418,13690.96645058914
2014.02.01_14:12:00.000_TAI,11967,40030960000000.0,20001.0,-0.0181949821802071,117257292358.40517,-1127.363879884733,13636.882667723294
2014.02.01_18:12:00.000_TAI,11967,43396340000000.0,19779.0,-0.0192597832221536,123288009610.17915,-1254.714434160591,13493.8055294388
2014.02.01_22:00:00.000_TAI,11967,56575440000000.0,21054.0,-0.0430666632319425,130249797457.43423,-2964.08683443337,13060.17130768411
2014.02.03_01:24:00.000_TAI,11968,11570880000000.0,7985.0,-0.2167306711842176,25110194525.67131,-2875.6969172657127,4762.497262372034
2014.02.03_04:00:00.000_TAI,11967,94488140000000.0,25132.0,0.0037865610642369,140910537571.27655,281.94283831418875,12070.969903082214
2014.02.03_09:48:00.000_TAI,11967,93141180000000.0,24043.0,0.0040731425109262,134448437111.78967,289.3729787700045,11961.72677517286
2014.02.04_16:24:00.000_TAI,11967,78375660000000.0,21292.0,-0.0369897437475566,121330435932.60509,-2371.502925494431,11941.980945152814
2014.02.05_23:00:00.000_TAI,11967,32718620000000.0,16757.0,-0.1269285788602586,117727687227.43803,-7896.064556692181,12170.808030102658
2014.06.10_20:00:00.000_TAI,12087,32411890000000.0,9520.4,-0.1471714604821609,117976159676.00089,-9174.671464957208,12780.087748549811
2014.02.06_10:24:00.000_TAI,11968,50302690000000.0,9524.6,-0.245001385164926,60253434550.631966,-7800.509132236787,9031.594078802733
2014.07.01_02:36:00.000_TAI,12106,3720052000000.0,2292.4,-0.2267490298686924,20134830284.38153,-2412.492702616873,3575.8959140934053
2014.01.30_20:24:00.000_TAI,11968,4693836000000.0,4201.4,-0.1605242576958672,19906538343.589973,-1688.530925592299,3466.4024515503056
2014.02.11_04:24:00.000_TAI,11974,18619090000000.0,10965.0,-0.0790275776533758,26132309287.26141,-1091.262355873236,4150.143157863547
2015.10.15_08:12:00.000_TAI,12434,19858370000000.0,3994.8,-0.1030766560060767,27402292917.99854,-1492.5191609662754,4483.737491174326
2014.02.11_15:48:00.000_TAI,11974,3117555000000.0,9967.3,-0.0712176731729267,28958370999.6036,-1089.7692536791672,4780.512069873689
2011.11.15_05:00:00.000_TAI,11348,13759560000000.0,7191.2,-0.0911295710047868,33649541482.58412,-1620.3585098943774,5821.20421822028
2014.02.12_06:12:00.000_TAI,11974,8431296000000.0,10134.0,-0.0665856376715078,32327192308.36702,-1137.4207534372474,5682.144677804132
2014.02.12_08:12:00.000_TAI,11974,4422714000000.0,10857.0,-0.0807447884415737,34427687786.31913,-1468.9092972183676,5960.611493871158
2014.10.27_23:24:00.000_TAI,12192,16269420000000.0,13172.0,-0.042951646331077,46191923277.737366,-1048.3796035530968,7740.240577573631
2014.02.13_12:36:00.000_TAI,11974,23292530000000.0,12422.0,-0.0555325521909284,46540817795.200966,-1365.6969593002443,7055.192712180178
2014.06.15_09:36:00.000_TAI,12087,21526150000000.0,5712.4,-0.0604550736422894,46600686738.327286,-1488.6676155947578,7156.614667444338
2014.02.13_16:36:00.000_TAI,11974,20884890000000.0,12833.0,-0.0654834895206378,49457083936.77916,-1711.3270698099377,7668.430819131279
2014.02.15_09:24:00.000_TAI,11977,5737889000000.0,7680.9,-0.1579037521509468,21350158929.71347,-1781.4194302800709,3952.967126870909
2014.02.19_08:00:00.000_TAI,11976,2854520000000.0,6070.2,-0.3836372606971965,20971762301.89625,-4251.364731613528,3269.97172844551
2015.07.02_12:12:00.000_TAI,12378,4554199000000.0,5803.9,-0.3077986020090769,49899526421.25754,-8115.883184542315,9866.721026961684
2014.03.31_06:00:00.000_TAI,12014,2665844000000.0,4505.5,-0.2927658303660453,19354603079.48178,-2994.175937637508,1993.4556648406572
2014.03.01_23:24:00.000_TAI,11986,1983307000000.0,800.38,-0.7838729029985477,7097522238.399794,-2939.849701031608,1914.8377424485443
2013.11.13_21:24:00.000_TAI,11899,10672460000000.0,16552.0,-0.3814194460665861,26341650668.388702,-5309.070544298002,7450.161203563966
2014.03.04_02:12:00.000_TAI,11991,16291840000000.0,10547.0,-0.152319956566403,22099199662.04533,-1778.7138775095389,2997.373238062561
2014.02.24_17:24:00.000_TAI,11982,5943530000000.0,7549.1,-0.5933530103352023,6691078485.063128,-2097.8862946111904,1130.3685241832386
2014.03.09_00:24:00.000_TAI,12002,9892052000000.0,4263.0,-0.5408069801907605,7430771597.674295,-2123.483777803054,1229.3198502554703
2014.03.09_04:12:00.000_TAI,12002,8316865000000.0,5420.3,-0.4571219893150613,8679205385.475592,-2096.4513003932475,1628.565636251308
2015.04.07_16:12:00.000_TAI,12320,16293700000000.0,5639.4,-0.4471554296439626,11036447095.412409,-2607.717124558603,2285.912655160986
2014.03.09_23:00:00.000_TAI,11996,4692065000000.0,4527.6,-0.4181261343072931,16418531297.661663,-3627.557511910829,3239.077087467957
2014.03.10_03:48:00.000_TAI,11996,5548006000000.0,4319.3,-0.4463587938392575,18471137633.820347,-4356.626880839507,3993.7095705553866
2015.01.02_16:24:00.000_TAI,12253,11101060000000.0,11864.0,-0.40455959478754,31624604071.036182,-6760.522972293907,4499.260240860486
2011.09.07_21:24:00.000_TAI,11283,11898480000000.0,8414.2,-0.419519625679138,31849650742.02685,-7060.405954839798,4228.78038594093
2011.09.07_06:12:00.000_TAI,11283,20798120000000.0,8745.0,-0.4557637431301402,19189246826.92389,-4621.3657158864125,4847.539726471112
2014.03.21_07:12:00.000_TAI,12011,9345473000000.0,13885.0,-0.2208786891146795,23724719544.332645,-2769.029657441589,1769.0272399052765
2014.03.27_19:24:00.000_TAI,12017,2313745000000.0,6342.3,-0.2607585630917139,10961149666.566849,-1510.3145066011878,1873.396647280248
2014.03.27_23:48:00.000_TAI,12017,3677814000000.0,6353.5,-0.2708466976613851,10850298050.124117,-1552.8801907692666,2029.8688849197013
2016.02.13_10:48:00.000_TAI,12497,10955760000000.0,6390.4,-0.2504782865098169,11678456112.07718,-1545.710943288136,2496.602454478516
2014.03.29_11:48:00.000_TAI,12017,12895740000000.0,6974.6,-0.2608646141546085,11676658605.704449,-1609.5571757746268,2814.287010467855
2014.03.30_08:12:00.000_TAI,12014,2915842000000.0,4841.8,-0.4504425733186789,26305017712.322685,-6261.103016630741,3631.4207754009526
2014.04.01_14:00:00.000_TAI,12027,3606667000000.0,8013.1,-0.2622773416660146,16452269650.634869,-2280.1290116252794,2276.243004681275
2014.04.15_20:00:00.000_TAI,12035,31524810000000.0,5450.4,-0.3390030454437463,36257703368.577736,-6494.962835168944,7796.2921962447745
2014.04.17_13:00:00.000_TAI,12036,2892100000000.0,9813.3,-0.1449328765952511,35347650614.276886,-2707.07434616409,4679.954843294127
2014.04.24_00:24:00.000_TAI,12035,3695145000000.0,3689.5,-0.4848550568597375,24525650603.594936,-6283.5531731601095,4316.298473629759
2014.05.05_09:00:00.000_TAI,12051,8725597000000.0,7117.5,-0.38085188789339,38135834563.561104,-7674.71267483128,5450.59325226387
2014.05.07_10:12:00.000_TAI,12056,2569181000000.0,10372.0,-0.2362495940631477,85678363493.03581,-10695.841101362288,9304.574690926467
2014.05.23_18:36:00.000_TAI,12065,7373751000000.0,2712.1,-0.5329168607230618,13752480856.844791,-3872.6953667986354,3849.761640802064
2021.10.07_17:36:00.000_TAI,12882,10743880000000.0,13833.0,-0.3333033229149244,10785693450.119038,-1899.593228900427,2084.5549673649107
2013.07.01_18:36:00.000_TAI,11787,7702098000000.0,9121.6,-0.3754667765367208,18104544775.638195,-3591.963977662545,4078.9181649269344
2014.06.10_05:36:00.000_TAI,12080,22690130000000.0,11613.0,-0.131306208412972,76127233660.75739,-5281.996909098946,9390.217123429147
2014.06.11_09:36:00.000_TAI,12085,26842250000000.0,10660.0,-0.2320709536194949,79043392047.95511,-9693.022468071114,9835.745396905764
2014.06.11_20:00:00.000_TAI,12089,7866851000000.0,6385.4,-0.2815562087063841,3459548973.420004,-514.7039260334767,996.8107526306076
2014.06.11_22:12:00.000_TAI,12085,10052540000000.0,9969.9,-0.2543750788215013,86977932460.32771,-11691.12857554691,11123.957199925966
2014.06.14_11:36:00.000_TAI,12085,4429224000000.0,6461.4,-0.40957724603414,52769523204.8652,-11420.678022312475,5808.234084407669
2014.06.15_00:00:00.000_TAI,12087,27550590000000.0,5234.3,-0.343057865849891,18155887501.99444,-3291.22619917216,3973.164561730664
2014.06.30_11:24:00.000_TAI,12106,2249722000000.0,1831.9,-0.6727771068418668,20085059172.683,-7140.311263950071,4842.503534676259
2014.07.08_00:24:00.000_TAI,12113,3205339000000.0,4247.9,-0.4916734535701782,9048321766.31076,-2350.810440593289,1485.4332110870937
2014.07.09_22:36:00.000_TAI,12106,5050988000000.0,2702.9,-0.5856515662245596,19149380180.275417,-5926.070402595376,4655.110188138105
2014.07.30_11:12:00.000_TAI,12130,8637598000000.0,7115.6,-0.3226221224414562,45258949705.351685,-7715.630524521077,7340.102682755879
2014.07.31_18:12:00.000_TAI,12130,4141640000000.0,5556.3,-0.3541773343289487,54668963121.171326,-10231.386242442148,10563.882437252125
2014.02.12_22:36:00.000_TAI,11974,4897134000000.0,13114.0,-0.5299270429775895,12558314901.632364,-3516.577761743993,4602.70855613939
2014.10.08_02:00:00.000_TAI,12182,4146744000000.0,2526.9,-0.5315078464801959,12519925777.172812,-3516.285633785681,4543.983145784529
2014.10.08_07:00:00.000_TAI,12182,3447128000000.0,2817.8,-0.5158322797812332,12633602740.904793,-3443.566164461733,4423.147322242943
2014.10.19_09:12:00.000_TAI,12192,30091540000000.0,14303.0,-0.1682506552141412,152692203174.99927,-13575.203361656962,15273.548698317778
2014.10.19_16:36:00.000_TAI,12192,37521140000000.0,13384.0,-0.1717859697016273,166846882780.67328,-15145.32223895786,17796.399209479965
2014.10.19_19:00:00.000_TAI,12192,32085340000000.0,14535.0,-0.1704583821637464,169717697850.7568,-15286.853600125343,16907.86146828813
2014.10.19_20:00:00.000_TAI,12192,28716810000000.0,15458.0,-0.1584499905235124,170346201081.99872,-14262.556549089157,17350.737583653332
