T_REC,NOAA_AR,USFLUX,MEANPOT,EPSZ,TOTBSQ,TOTFZ,TOTABSTWIST
2014.10.19_20:00:00.000_TAI,12192,1.308395e+23,15458.0,-0.1584499905235124,170346201081.99872,-14262.556549089157,17350.737583653332
2014.10.19_22:48:00.000_TAI,12192,1.389827e+23,14822.0,-0.1554364582258675,177517996429.7427,-14580.351064800876,18287.677095443407
2014.10.21_02:00:00.000_TAI,12192,1.380013e+23,17311.0,-0.090612439039941,195784726141.98312,-9374.312080284912,20957.98800574413
2014.10.21_05:12:00.000_TAI,12192,1.324296e+23,18254.0,-0.0975561570721646,195107385484.34372,-10057.75630747861,20441.122827879943
2014.10.22_09:48:00.000_TAI,12192,1.321423e+23,20200.0,-0.0212828090038208,206889102531.4745,-2326.694173664387,20937.846420008344
2014.10.20_17:48:00.000_TAI,12192,1.361912e+23,15665.0,0.0001879727743689,215258144521.47525,21.380962248395,20015.41527477817
2014.10.24_17:12:00.000_TAI,12192,1.502662e+23,18390.0,-0.0785947023996644,231505968234.59915,-9614.532744502849,21443.00340231486
2014.10.25_11:00:00.000_TAI,12192,1.644963e+23,16179.0,-0.0831729083487483,232253124415.098,-10207.423460317728,23313.31494881172
2014.10.25_17:12:00.000_TAI,12192,1.695363e+23,17386.0,-0.1196594663814161,244812252351.2137,-15479.356513449886,23648.90029770293
2014.10.25_18:24:00.000_TAI,12192,1.758437e+23,16164.0,-0.1177636054596679,245869983053.4843,-15299.92505866806,24143.592273788
2014.10.25_18:48:00.000_TAI,12192,1.765877e+23,15922.0,-0.1195156084954922,245341518182.85703,-15494.175531850518,24011.01166463581
2014.10.25_20:24:00.000_TAI,12192,1.745042e+23,16253.0,-0.1283268457272441,243855390264.4893,-16535.699459207903,24591.961477773468
2014.10.26_00:24:00.000_TAI,12192,1.764613e+23,15860.0,-0.1420468243689392,243572067472.07703,-18282.33394682946,23950.6352281786
2014.10.26_02:00:00.000_TAI,12192,1.777957e+23,16029.0,-0.1461524181063194,245127029165.9441,-18930.838993851696,24250.953358197567
2014.10.26_03:36:00.000_TAI,12192,1.806752e+23,15706.0,-0.1471863526043627,246271578905.6679,-19153.779849836217,24487.73507526828
2014.10.26_10:12:00.000_TAI,12192,1.826344e+23,15004.0,-0.1351545222302523,240644777448.84625,-17186.194477387264,23642.88590247024
2014.10.26_17:36:00.000_TAI,12192,1.916893e+23,15091.0,-0.1583063235913764,252343404588.15405,-21108.76896167972,23858.006819003134
2014.10.27_02:48:00.000_TAI,12192,1.956649e+23,14808.0,-0.1864213741549517,253493264758.8589,-24970.936831119703,24583.07140237397
2014.10.27_03:36:00.000_TAI,12192,1.961019e+23,14556.0,-0.1924766478875708,252106636278.77103,-25641.00357684389,24054.452021541896
2014.10.27_14:12:00.000_TAI,12192,1.96394e+23,13422.0,-0.2108659781493142,240432310344.9111,-26789.95762500193,22524.19215090804
2014.10.28_08:24:00.000_TAI,12192,1.96216e+23,13605.0,-0.2243026220991913,234500498745.16223,-27793.98447621649,20314.991323739585
2014.10.28_10:00:00.000_TAI,12192,1.942777e+23,13113.0,-0.223714669183357,230059536577.2669,-27196.1506850186,19868.40722952225
2014.10.28_16:24:00.000_TAI,12192,1.948279e+23,13632.0,-0.2264868865568017,230763229044.1296,-27617.36970347717,19810.029942650068
2014.11.05_22:12:00.000_TAI,12205,4.953484e+22,6894.8,-0.4002581449140149,43630141913.65376,-9227.827703145142,7618.615516288061
2014.11.06_02:48:00.000_TAI,12205,4.827895e+22,7259.7,-0.3818417372573632,43646506386.26369,-8806.543417088593,7565.471559588947
2014.11.06_04:24:00.000_TAI,12205,4.755801e+22,7232.1,-0.3699642320145495,42988830694.9662,-8404.039497767471,7550.873270829726
2014.11.06_17:24:00.000_TAI,12205,4.710546e+22,6418.7,-0.3263362596274572,40277343572.996544,-6945.425157140843,7698.350619502736
2015.03.15_22:12:00.000_TAI,12297,3.102833e+22,9545.9,-0.1769398130899282,31193598716.73424,-2916.5120745499767,6995.145125424253
2012.07.09_13:36:00.000_TAI,11520,1.06252e+23,12231.0,-0.3097917891469588,98994190961.71196,-16205.12256844408,12423.139926508147
2014.11.14_20:48:00.000_TAI,12209,1.1078e+23,9019.3,-0.3026975399031789,108390848757.36118,-17337.010744729323,14012.828213565988
2014.11.15_17:48:00.000_TAI,12209,1.314931e+23,7686.9,-0.3050256865808255,122629688221.89664,-19765.356782876628,18547.296959470517
2014.11.30_06:36:00.000_TAI,12222,3.584496e+22,16686.0,-0.1366535305351424,56612311900.38303,-4087.939070254344,4472.941451801071
2014.12.03_08:00:00.000_TAI,12222,3.388018e+22,16466.0,-0.0958069527608044,52514511227.51672,-2658.5759473635744,4494.577255498518
2014.12.03_18:24:00.000_TAI,12222,3.530038e+22,15930.0,-0.1201478412521003,53636318391.55865,-3405.2392862951965,4614.893184096596
2014.12.03_19:36:00.000_TAI,12222,3.653846e+22,14770.0,-0.1181737529506019,54002185755.90331,-3372.134746221989,4707.1608592299735
2014.12.04_12:24:00.000_TAI,12222,3.477723e+22,13975.0,-0.1415319055020952,49164825446.4988,-3676.8972543862,4529.443008324824
2014.12.13_19:36:00.000_TAI,12242,5.560825e+22,4095.9,-0.4294233068128507,39226951861.1957,-8901.080928919959,10452.960231289468
2013.11.19_01:24:00.000_TAI,11893,5.932526e+22,6971.0,-0.1614718798822293,65488098575.17735,-5587.684599652043,11289.251086282664
2015.09.20_07:36:00.000_TAI,12415,2.112068e+22,6938.4,-0.3097451401274696,21337870722.7096,-3492.4343702524443,3301.606578766086
2014.12.16_04:48:00.000_TAI,12242,6.006345e+22,9663.4,-0.1666805913809396,66609700010.848335,-5866.716456666385,11624.729813786427
2015.05.04_04:48:00.000_TAI,12335,2.733387e+22,8877.3,-0.1836089505898183,32245481062.080364,-3128.4940042618823,4436.794436395949
2013.03.21_19:48:00.000_TAI,11692,3.417633e+22,6875.0,-0.0709212318565159,49576073238.594696,-1857.8944514813115,5463.3930428652175
2014.12.18_09:48:00.000_TAI,12242,8.766376e+22,10544.0,-0.151386617499924,97201498083.98048,-7775.583591383189,15742.889224637142
2014.12.19_00:24:00.000_TAI,12242,9.793799e+22,8724.6,-0.2058047894270044,97739319475.84988,-10629.122598690472,17116.804205583372
2014.12.20_07:36:00.000_TAI,12242,1.034249e+23,7195.4,-0.2879242987632984,93378695764.88658,-14206.879579694352,15931.743604567557
2011.08.02_21:48:00.000_TAI,11263,2.68945e+22,21695.0,-0.0462993855202129,41294255404.99019,-1010.2700791319812,3543.891991329929
2014.12.21_01:48:00.000_TAI,12242,9.392803e+22,6837.0,-0.3423262983415621,83721953852.87947,-15144.407584713656,13934.167863909024
2014.12.26_02:12:00.000_TAI,12249,1.77472e+22,5438.0,-0.3547315855288266,15011237791.23439,-2813.772279244358,2929.81663920357
2015.01.02_09:48:00.000_TAI,12253,4.071046e+22,10837.0,-0.1487488668987409,49542779828.56927,-3894.095652624865,6333.144644923052
2013.11.09_00:00:00.000_TAI,11890,3.594215e+22,11706.0,-0.0580539712517149,49374000558.226166,-1514.617143930572,5690.169309823123
2013.10.16_03:12:00.000_TAI,11861,3.039078e+22,10269.0,-0.288347566187256,31007280678.068005,-4724.464571835945,3606.076642394229
2013.11.01_05:24:00.000_TAI,11884,3.062179e+22,11031.0,-0.2861477926982754,31339639242.22965,-4738.67551836843,3750.141736190915
2015.01.25_16:48:00.000_TAI,12268,2.975067e+22,9944.8,-0.2173514122353388,34082246793.338795,-3914.383381995016,4301.114890119994
2015.01.27_04:36:00.000_TAI,12268,2.844237e+22,12051.0,-0.1320269931066425,37315512672.500015,-2603.3034574035,4235.610042412896
2015.08.19_14:24:00.000_TAI,12403,2.383763e+22,4854.7,-0.0933121950745401,33353440441.14648,-1644.567235750679,3391.2902313208106
2013.01.11_11:12:00.000_TAI,11652,2.484539e+22,5245.9,-0.0801239660030034,35823917443.41399,-1516.7293582721663,3616.816289969626
2015.01.29_05:36:00.000_TAI,12268,2.567067e+22,11940.0,-0.0801475260483348,35038087382.66884,-1483.895082644177,3738.841463261596
2015.02.03_02:12:00.000_TAI,12277,2.604737e+22,6682.9,-0.2783923114894497,24702829204.80038,-3633.929514810814,5304.534991341842
2015.03.08_14:36:00.000_TAI,12297,3.022932e+22,6506.1,-0.3700442903918645,26489367925.112373,-5179.621217995161,4242.379154851338
2011.02.17_13:00:00.000_TAI,11158,3.251404e+22,10909.0,-0.3594084401185636,29855880944.686607,-5670.101562703698,4607.746154457133
2016.02.13_13:12:00.000_TAI,12497,3.232448e+22,5904.6,-0.3266085726798526,30162930621.6619,-5205.635806562019,4629.655903683032
2012.11.26_10:12:00.000_TAI,11618,2.903091e+22,3821.6,-0.2353412807205149,31589306460.65161,-3928.356226272782,5058.495808983402
2015.03.10_16:24:00.000_TAI,12297,2.665935e+22,9854.1,-0.1701834582873563,30111878847.24621,-2707.8707855345456,5090.722986243816
2015.03.10_18:48:00.000_TAI,12297,2.441201e+22,12333.0,-0.166539938350614,30072351789.505,-2646.418033962591,4790.764895007372
2015.04.21_09:48:00.000_TAI,12322,2.465016e+22,10830.0,-0.0969768474922313,32828178827.36113,-1682.238047902894,4751.827124980539
2013.10.08_18:12:00.000_TAI,11865,2.371727e+22,8088.3,-0.0695703263666803,34155174615.56956,-1255.605566165044,4924.015322006542
2011.04.14_12:00:00.000_TAI,11190,2.371542e+22,7397.3,-0.0678556128535121,34474494995.107834,-1236.1077680008389,4903.160402162472
2015.03.11_14:00:00.000_TAI,12297,2.396394e+22,16692.0,-0.0576651774606702,35386987321.22645,-1078.2759390980775,4914.072603822236
2015.03.11_21:48:00.000_TAI,12297,2.5434e+22,18960.0,-0.034918165718692,40845006636.56073,-753.6385875731186,5132.309815104232
2015.03.12_04:00:00.000_TAI,12297,2.585339e+22,21060.0,-0.0105010401582304,43708865446.16831,-242.535053875668,5121.608330587795
2015.02.03_15:00:00.000_TAI,12277,2.675295e+22,5710.0,-0.0078241792259717,44815220241.3353,-185.2836424285437,5308.145622023744
2014.04.24_12:36:00.000_TAI,12035,2.318253e+22,3540.8,-0.0091957799180227,37770601254.69783,-183.53345581779817,4409.318803458289
2015.08.19_09:36:00.000_TAI,12403,2.352953e+22,4285.9,-0.0791358206059914,34128243974.976624,-1427.1175432886257,4241.637356867762
2011.02.16_17:24:00.000_TAI,11158,2.756884e+22,11537.0,-0.1166835432494828,35691019304.173164,-2200.601000263494,5166.887042483388
2015.01.30_03:12:00.000_TAI,12268,2.77225e+22,10305.0,-0.1437848661545529,34114878701.36042,-2591.968442979241,4957.992041185528
2014.11.07_21:00:00.000_TAI,12205,3.59304e+22,8597.0,-0.2862164085360789,33849915311.766136,-5119.468233713926,5138.1838982304935
2013.08.11_23:00:00.000_TAI,11817,1.673502e+22,7029.0,-0.2650486257470888,13667750136.016338,-1914.2352809545464,3658.478217049497
2015.04.20_07:24:00.000_TAI,12322,8.388444e+21,2454.8,-0.6370308821470886,5348545987.147787,-1800.399562074314,1062.3175574878833
2012.07.05_09:48:00.000_TAI,11515,5.068125e+22,13964.0,-0.4091198473185309,36390842788.0044,-7867.113977461922,8383.417521858972
2015.04.20_22:00:00.000_TAI,12325,1.049457e+22,15226.0,-0.0717980948889329,16001681484.777044,-607.0875437651371,1340.3389561771962
2015.05.04_14:24:00.000_TAI,12335,2.649061e+22,7834.2,-0.2171097638895395,27545589467.73595,-3160.124610993173,4863.370693342582
2012.06.30_01:00:00.000_TAI,11513,2.524563e+22,5483.6,-0.2181984327917556,27126843977.007587,-3127.689581812135,4814.61274714291
2014.07.31_00:00:00.000_TAI,12127,5.699735e+22,6474.5,-0.4884542415062559,39055432537.29635,-10080.40974241154,7136.514145954903
2015.06.19_06:48:00.000_TAI,12371,5.030321e+22,18649.0,-0.1218254626096446,76855211353.72067,-4947.482064424814,6007.656947033411
2012.09.30_03:24:00.000_TAI,11583,4.989108e+22,5157.5,-0.0711758549721512,77013224380.46234,-2896.4819928594115,6240.38723880796
2015.06.20_02:36:00.000_TAI,12371,5.012767e+22,17702.0,-0.0702446548800044,77435197503.76349,-2874.2491838415986,6256.204730552165
2015.06.20_09:48:00.000_TAI,12367,4.341204e+22,5334.5,-0.4193315866750017,34941012933.11874,-7742.227577175447,7212.896997684931
2015.06.20_18:24:00.000_TAI,12367,4.860862e+22,4426.7,-0.459060256585185,36373329605.400055,-8823.188992646797,7341.344189262701
2016.02.15_07:48:00.000_TAI,12497,4.164839e+22,5656.3,-0.0114264933569465,70918776066.73323,-428.2003473100467,5183.452723636203
2015.06.24_08:12:00.000_TAI,12371,4.158725e+22,13463.0,-0.126939236482777,56684497180.92448,-3802.1831926195055,5870.139619826984
2012.06.27_04:48:00.000_TAI,11513,1.184974e+22,6719.8,-0.4536136085364976,9717752727.44342,-2329.296506160377,1747.7748800811853
2013.08.12_05:48:00.000_TAI,11817,1.703247e+22,7435.1,-0.2880218082789935,20673253464.29601,-3146.350293429408,2411.4016611215598
2015.08.20_02:12:00.000_TAI,12403,3.199134e+22,6329.0,-0.3817293816947392,26954460093.19038,-5436.995717780411,4910.4987486055925
2015.08.20_09:48:00.000_TAI,12403,3.233581e+22,6952.5,-0.3635245530288273,28993775417.588573,-5569.437753540213,5239.472123236636
2014.12.02_11:24:00.000_TAI,12222,3.314785e+22,15399.0,-0.3410741211185026,32423588517.11666,-5843.62897941572,5420.121318621244
2012.07.02_22:12:00.000_TAI,11515,3.517949e+22,11424.0,-0.2847792564031829,36259254757.98698,-5456.322655938534,6259.563489043188
2015.08.21_21:24:00.000_TAI,12403,3.891867e+22,10654.0,-0.1911739491436936,46171150089.14602,-4664.147101130038,6855.733168573538
2015.08.23_07:36:00.000_TAI,12403,4.514416e+22,13387.0,-0.1226771375167436,62524657774.297714,-4053.1036255704175,7387.678822667282
2015.08.23_17:48:00.000_TAI,12403,4.869829e+22,14086.0,-0.0914641888774669,69014517119.7365,-3335.525932377262,8048.437142424341
2012.07.30_15:24:00.000_TAI,11536,6.270862e+22,8801.8,-0.1455205749068683,85152243833.20613,-6547.768491815305,8645.487012220525
2015.08.27_13:12:00.000_TAI,12403,6.879973e+22,11666.0,-0.2265434721728009,82047213389.68933,-9821.73431214064,8266.604868646667
2015.08.27_19:00:00.000_TAI,12403,7.27704e+22,11268.0,-0.2416631776420105,83924972250.34883,-10717.030791734924,8586.718289108785
2015.09.16_09:36:00.000_TAI,12415,1.588487e+22,7667.0,-0.2167901123698984,16645414265.70868,-1906.807756104136,2981.363403842068
2013.10.20_15:36:00.000_TAI,11875,2.057103e+22,4468.0,-0.3061599162221966,20459844027.78424,-3309.965202686567,3049.9481706773995
2014.12.20_19:24:00.000_TAI,12241,2.775844e+22,15100.0,-0.1068375825811465,43311551969.38799,-2445.122291336505,4122.469240592027
2012.09.07_11:36:00.000_TAI,11564,3.164041e+22,3409.3,-0.1000112365379816,48289421563.04357,-2551.9581824856728,4708.247559509126
2015.09.27_04:00:00.000_TAI,12423,7.038312e+21,4012.9,-0.5127961135369615,5526856551.0076,-1497.5995617675846,1236.202431935955
2012.06.12_12:00:00.000_TAI,11504,3.182603e+22,10249.0,-0.0917832431502293,50580927933.4067,-2453.143767100057,4186.470851751934
2015.09.27_13:12:00.000_TAI,12422,3.223048e+22,17845.0,-0.0883794969591983,51382688933.57324,-2399.612688354165,4330.190710746862
2013.10.28_05:36:00.000_TAI,11877,3.9182e+22,7400.2,-0.0915324183359489,59860454311.71465,-2895.2608160996288,5750.0361985031495
2015.09.28_05:12:00.000_TAI,12422,4.038395e+22,16169.0,-0.0938816971543849,61328021076.158966,-3042.3739461152345,5811.783136019147
2014.02.13_23:00:00.000_TAI,11974,3.998657e+22,12428.0,-0.1011262738549669,61538741236.6665,-3288.406065455823,5705.369657388115
2013.12.21_13:24:00.000_TAI,11928,3.943835e+22,9110.2,-0.1011010277692392,61112122233.155525,-3264.792748499641,5686.015023083799
2013.12.21_07:36:00.000_TAI,11934,4.147693e+22,5825.9,-0.0974062229819723,63508246096.370026,-3268.809021590241,6080.387536414201
2015.09.28_19:24:00.000_TAI,12422,4.697935e+22,16372.0,-0.1071628547813037,70436982872.21475,-3988.574673316509,7113.52836978322
2017.09.07_06:00:00.000_TAI,12673,5.49587e+22,17030.0,-0.1541282107160868,76374929707.30153,-6220.2191912242615,8479.592283592947
2012.05.08_22:24:00.000_TAI,11476,5.687894e+22,15013.0,-0.1649929477312104,77729229009.75716,-6776.7675098133,8686.74129410097
2015.09.30_13:12:00.000_TAI,12422,6.253248e+22,12614.0,-0.2224265799586817,76927804724.39229,-9041.547079481332,8706.441418819633
2015.08.27_10:48:00.000_TAI,12403,6.643621e+22,12357.0,-0.2660127584858764,76577028808.50023,-10764.003139622804,8645.14054033076
2015.10.01_12:24:00.000_TAI,12422,6.543758e+22,9778.7,-0.3060337552480928,69948136116.35077,-11311.449646657593,8107.633671142978
2015.06.23_11:12:00.000_TAI,12371,3.877301e+22,17749.0,-0.5234829538083791,26307416223.18964,-7277.018311619196,4947.182208644124
2015.10.30_17:48:00.000_TAI,12443,5.685293e+22,8498.4,-0.3263708786173277,57050145647.80367,-9838.770632567062,6927.95046369695
2015.11.03_03:24:00.000_TAI,12445,2.213782e+22,9912.7,-0.3087986346158197,25158825617.99963,-4105.239292910221,2782.3353832042217
2013.10.21_09:24:00.000_TAI,11875,2.324072e+22,6851.8,-0.3289982560603004,24904005413.097355,-4329.477457300746,2792.5612844361376
2013.11.13_05:00:00.000_TAI,11899,3.305258e+22,16574.0,-0.1119163079802203,41010070720.56885,-2425.2501035656005,5867.4494830295325
2015.11.08_13:12:00.000_TAI,12449,2.440117e+22,5499.3,-0.4270547016075584,20309150850.79471,-4582.9795743576005,3216.27408740568
2015.12.23_02:12:00.000_TAI,12473,3.218558e+22,13237.0,-0.2466557526639129,40081439844.302826,-5224.047470324012,3802.936014067429
2013.10.23_10:24:00.000_TAI,11875,3.434321e+22,15592.0,-0.4888229603949624,24999102486.57412,-6457.265953783397,4637.571223936299
2011.09.04_07:24:00.000_TAI,11286,2.059981e+22,3953.9,-0.3010381515375546,17054418210.164171,-2712.8834082434278,4291.468416722619
2016.02.12_15:24:00.000_TAI,12497,2.61214e+22,5550.1,-0.2937237845777962,22167725272.55257,-3440.5897376430357,5690.115491797809
2016.02.13_19:24:00.000_TAI,12497,3.704472e+22,5657.4,-0.3338799169585955,30708430069.636467,-5417.770433560495,7159.55021958467
2016.02.14_11:00:00.000_TAI,12497,3.794166e+22,6313.7,-0.3334970292961083,33089729687.481407,-5831.199688247899,7197.892524244859
2016.04.17_00:24:00.000_TAI,12529,5.026181e+22,14368.0,-0.1602563559103944,69980979078.14886,-5926.08732614513,6008.989210205848
2016.07.20_00:48:00.000_TAI,12567,3.595285e+22,15463.0,-0.0900245898010226,54355076356.77548,-2585.676033020105,4345.456918221925
2016.07.20_01:48:00.000_TAI,12567,3.633678e+22,15498.0,-0.0881285073696868,54788430557.63586,-2551.39738389492,4420.286782842964
2016.07.22_02:12:00.000_TAI,12567,4.799015e+22,9372.6,-0.2545879779876307,53028292782.10725,-7133.757471788554,5197.2039457471
2016.07.22_05:12:00.000_TAI,12567,4.74731e+22,9956.5,-0.2538047002513626,53215430793.105,-7136.906520990611,5164.353823726712
2016.07.22_05:36:00.000_TAI,12567,4.7458e+22,9902.5,-0.2555231158830392,53089155623.22155,-7168.180694370065,5176.992639485213
2016.11.28_17:24:00.000_TAI,12615,3.240802e+21,2571.8,-0.6598685337117359,2156755356.480008,-752.0227375690855,497.9819223310767
2016.11.28_23:36:00.000_TAI,12615,4.290416e+21,3137.9,-0.6104588257347233,3079098241.081897,-993.2364342356396,670.5578435021871
2017.04.02_14:24:00.000_TAI,12644,3.914156e+22,11506.0,-0.2676671084494293,45405545430.03458,-6422.09394472396,5603.634370012199
2017.07.08_03:24:00.000_TAI,12665,2.919107e+22,11650.0,-0.2180721628917665,35767567036.57441,-4121.567415442842,3782.9938958223433
2017.07.13_02:12:00.000_TAI,12665,2.801508e+22,16157.0,-0.11214024477546,45490703221.54765,-2695.609320399972,3656.7232802833855
2017.09.03_05:48:00.000_TAI,12673,5.665282e+21,9320.6,-0.1573416206284048,7572741219.602603,-629.6071033195193,907.2753749885844
2015.01.27_23:12:00.000_TAI,12277,1.402636e+22,2442.0,-0.1007193667028809,19517639640.680584,-1038.7548163817007,2512.2380348601155
2017.09.03_18:24:00.000_TAI,12673,1.677663e+22,12905.0,-0.0892340978732775,24940894482.347733,-1176.022624282556,3022.5427034045856
2017.09.03_19:36:00.000_TAI,12673,1.8225e+22,13290.0,-0.0797576257584893,27434568470.765747,-1156.2270536519825,3325.5852855470507
2017.09.03_20:00:00.000_TAI,12673,1.862433e+22,13458.0,-0.0718085648455544,28176777804.244823,-1069.1543615009064,3388.496934270921
2011.09.05_02:12:00.000_TAI,11286,1.894302e+22,3292.4,-0.0484873066475293,29066306514.00642,-744.7158967193878,3365.89063590827
2017.09.03_22:12:00.000_TAI,12673,2.103513e+22,15782.0,-0.0170841584815701,33088318906.524868,-298.7040579758721,3913.56099320964
2017.09.04_01:12:00.000_TAI,12673,2.421859e+22,17441.0,-0.0117007724720378,39577686297.95844,-244.7020785459248,4393.888815613199
2015.03.12_15:24:00.000_TAI,12297,2.520921e+22,19253.0,-0.0081541591805235,40334786576.24033,-173.79281255375915,4279.242763207282
2014.02.01_04:24:00.000_TAI,11968,2.558072e+22,4745.0,-0.0057994014036392,40956615594.85226,-125.5104511660208,4358.57998045834
2015.12.23_15:48:00.000_TAI,12473,3.286578e+22,13632.0,-0.0229677625919366,55588913720.9839,-674.651737179723,5640.8833384761965
2017.09.05_09:12:00.000_TAI,12673,3.679864e+22,19376.0,-0.0301035177248887,60141213252.2125,-956.6701477040556,6662.629529358643
2017.09.05_12:00:00.000_TAI,12673,3.788917e+22,19742.0,-0.0427013043155454,62290993357.56025,-1405.526961232123,6634.34628198943
2013.12.21_12:00:00.000_TAI,11928,3.888076e+22,9206.3,-0.0430886745514671,63360729281.307785,-1442.6337105782245,6788.750241160856
2017.09.05_19:36:00.000_TAI,12673,3.979294e+22,20290.0,-0.0445552187651811,65946305924.13532,-1552.6081161459506,6644.598104906497
2017.09.06_05:00:00.000_TAI,12673,4.340678e+22,21676.0,-0.0497806948768714,72429316048.05666,-1905.2332365535292,7041.540636670428
2017.09.06_10:00:00.000_TAI,12673,4.582431e+22,21341.0,-0.0470885268024229,74739973156.81584,-1859.6912222078656,7418.489307700249
2016.07.21_13:36:00.000_TAI,12567,4.594636e+22,10498.0,-0.0492728461217148,73478533398.9648,-1913.1142146423792,7494.492249066001
2017.09.06_14:36:00.000_TAI,12673,4.866939e+22,20121.0,-0.0747488540040848,77389729053.91685,-3056.754764166384,8164.724543690815
2017.09.07_00:00:00.000_TAI,12673,5.379487e+22,18286.0,-0.165450592460853,81113551295.49513,-7091.441013399093,7812.699714600269
2017.09.07_02:24:00.000_TAI,12673,5.405734e+22,17940.0,-0.1677047752206119,80246644882.77628,-7111.236665088082,7459.040734247535
2017.09.07_03:48:00.000_TAI,12673,5.385992e+22,18122.0,-0.1630399324765085,79550227781.51598,-6853.4335488557,7550.080950743241
2017.09.07_15:48:00.000_TAI,12673,5.613295e+22,15305.0,-0.1913748472136508,74241212078.53076,-7507.626362364514,7517.885716098688
2017.09.07_23:48:00.000_TAI,12673,5.941742e+22,12980.0,-0.2451662616843261,72443997440.15329,-9385.033470045571,7518.078267251362
2017.09.08_04:24:00.000_TAI,12673,5.99613e+22,13170.0,-0.2603545011069359,72295490284.91685,-9946.014309667777,7994.463560246645
2017.09.08_11:00:00.000_TAI,12673,5.913498e+22,12747.0,-0.2307476136496428,69742140090.76688,-8503.647957963058,7533.685026255677
