,LD1,xray_class,jitter
0,4.22725217830687,MX,0.6749883041467363
1,0.5592385160716585,MX,0.7655489261832159
3,1.18759021051033,MX,0.1451707083061381
11,3.398580602549391,MX,0.7052212635086214
16,2.7935572355562215,MX,0.4310538533134044
18,-0.46904356935129343,MX,0.6106292430335949
21,1.8491824176878673,MX,0.8980973904206868
23,1.1092880457607655,MX,0.1643375556064326
25,1.5766116741066925,MX,0.4146749650189878
27,1.6064582806879992,MX,0.7339609355327004
28,2.8541471583024,MX,0.15066489215112044
29,2.6176543386713362,MX,0.8668961771232775
30,0.7105564263077905,MX,0.20855359561265685
33,2.5446493758952067,MX,0.7387183889850985
42,2.463477502116168,MX,0.4280183927401847
43,3.423859859656684,MX,0.031894815876065796
44,1.700664701057661,MX,0.38397756166756447
46,1.0949007490664546,MX,0.7655233065105423
47,2.5538699258851403,MX,0.9116472251167838
52,0.0472882214079606,MX,0.8425730536157926
55,2.7162809866154385,MX,0.666499318330271
58,0.7444547001755091,MX,0.2881729401939518
63,2.557439517031729,MX,0.8234421596406571
65,-0.24233274846872066,MX,0.6607237649479064
66,1.1045157210909604,MX,0.017300314735389732
68,2.1576994778227405,MX,0.5175585301131923
73,1.530931092178696,MX,0.9035132792761849
79,0.7714981491158066,MX,0.72643799568222
81,3.3566071946523537,MX,0.5166324584265309
83,1.8739728705965328,MX,0.970190615376463
84,2.40156385107114,MX,0.8386311499447024
88,1.0952101132285268,MX,0.9860332188584493
90,0.5393012758872202,MX,0.013196218658630188
91,2.342712879617162,MX,0.44008947646602947
95,1.1668093480435355,MX,0.42419761560673086
96,1.660840812641173,MX,0.8697438755687827
99,2.523081307207475,MX,0.9102300566875056
100,2.676444716724633,MX,0.12430587999212783
103,1.9919778227210332,MX,0.7928928263394949
104,1.8117097338663892,MX,0.07863616102649418
105,3.677782711586857,MX,0.7884612117743517
106,2.7366886657215646,MX,0.8795835170829097
107,1.7636218058573592,MX,0.8956787389809897
108,0.2368912999076268,MX,0.5254497316870784
109,3.320715265686527,MX,0.7233408124721594
111,2.5674271555237786,MX,0.3166145171711392
112,0.9083634646280964,MX,0.8597716107351153
113,3.2000434388115058,MX,0.4940599250534101
114,2.245325480613545,MX,0.23833395413251224
115,-1.0150562392287863,MX,0.47527249225442536
116,2.554629588310058,MX,0.7473030635688626
118,1.3765890712792648,MX,0.02605010959666676
120,0.36581352989544286,MX,0.11906207761784393
121,1.5800288803074434,MX,0.1473978965724011
122,1.253304278750039,MX,0.5727443443867845
123,-1.5520327794843845,MX,0.2492815005096124
124,2.4205034112008637,MX,0.3178085544710244
126,1.8245726598618721,MX,0.977720382145024
127,-1.150770006461503,MX,0.5164544883691857
130,0.38153852388902604,MX,0.6259541839342815
133,0.6581757339837597,MX,0.6227184678561277
134,2.684430455857667,MX,0.815046233394694
136,2.397743353464772,MX,0.4863895288266211
137,3.983910890528965,MX,0.8764767888900775
140,2.6728782911908495,MX,0.491490491402621
142,2.349000687457851,MX,0.6818354356609181
143,2.804914989268222,MX,0.5421355756367214
144,2.081710015303353,MX,0.06033745384482536
145,0.7858055601411137,MX,0.6763928796559194
149,2.16897571656721,MX,0.3532488620334975
150,0.5819203025502202,MX,0.5194124793477339
152,3.1370226457151573,MX,0.12636758927968472
153,2.6409425730930707,MX,0.7054641142848914
154,2.572162014254483,MX,0.8334545072723926
156,-0.5372918354554788,MX,0.6862522650254542
159,2.278535164831108,MX,0.8988134568842414
162,2.6948184776286666,MX,0.7955625520202352
163,2.1076077780564675,MX,0.6834027020635342
166,0.9217953800265336,MX,0.04347168787377209
167,2.2863131698781842,MX,0.012901124801880659
168,2.43876254844459,MX,0.9190516189941684
169,0.7928212983889751,MX,0.3249173102058658
170,2.7845835548103626,MX,0.5018920363341156
172,2.4657883921866115,MX,0.007075514252738557
173,2.603923193788158,MX,0.8508825981666386
174,1.4963825008256009,MX,0.5402342077156093
175,0.23858910441444448,MX,0.134040308641736
176,2.032815459119678,MX,0.7620848138785192
179,0.9106026236438829,MX,0.9142731613227976
180,1.5492581058404857,MX,0.8758829626540725
182,0.934282458920864,MX,0.8341579088776067
184,2.569064972503838,MX,0.561018906422131
186,1.8310159144808018,MX,0.6840389532683326
187,2.3696249805079947,MX,0.05073962768291007
193,2.5489545441976484,MX,0.5032503677886325
194,0.6832860855952327,MX,0.7340018223509991
195,2.298103225815789,MX,0.8136589114530685
196,2.7062746385457257,MX,0.5176250874054531
198,2.930497879566029,MX,0.8598162776605817
199,0.6014238423204599,MX,0.04842437439569436
200,2.5809072997538953,MX,0.975192344930286
201,2.4036055471708844,MX,0.7755774725904747
203,1.4162850618971767,MX,0.8441154713009805
204,1.9479399487006737,MX,0.6340148462383713
208,0.3394217988151368,MX,0.9061701654408654
210,2.2672361059504085,MX,0.6347685467806328
211,2.680057891885852,MX,0.06322438519392715
212,2.3479746336171523,MX,0.28038906194957713
213,1.0256126117690954,MX,0.20495228503251717
214,1.1464085851096475,MX,0.5792976123479061
215,0.07316875471176759,MX,0.2769072221175378
216,1.1819481714861992,MX,0.8703473202076151
218,1.0864718598465353,MX,0.9998913629155479
222,2.367216326104457,MX,0.5050203162958211
223,1.8818459053604517,MX,0.9575036931517866
226,2.357869392120234,MX,0.3519692246309576
228,1.3181934222788358,MX,0.7124727907716841
229,1.1423410515781551,MX,0.04654516001416431
230,0.9502209957817151,MX,0.4220262157481818
232,1.5883052537977036,MX,0.13483781888824664
234,4.322426289888599,MX,0.4978432153306823
235,1.6582203853654214,MX,0.33283721053632775
236,2.94894906694777,MX,0.15404996585770891
237,3.395484676105626,MX,0.48099962513221295
238,2.6731337152581593,MX,0.11972582175454105
251,1.2763557245708683,MX,0.30196683309441286
253,2.3408607834172876,MX,0.8410525748291223
254,2.062311859371845,MX,0.5545551088667834
257,2.3213983585044886,MX,0.9395997646676241
261,3.8316714938879235,MX,0.19916056730588116
262,2.2826835745657976,MX,0.8447961359482347
263,2.3367067284967327,MX,0.9078593513277758
265,2.1179170093874595,MX,0.8772689848306593
267,2.326841982538083,MX,0.30748638736074285
268,1.2668095590275423,MX,0.6301003117137992
269,2.5732192231898434,MX,0.7377105950039311
274,0.46042305924596566,MX,0.546561003614793
278,1.8948996296245293,MX,0.9611263879265902
280,2.729777089769887,MX,0.060180313759499504
283,1.786894085980943,MX,0.9583776491122565
