,FLARE_TYPE,COINCIDENCE,TOTPOT_1,TOTPOT_2,TOTPOT_3,TOTPOT_4,TOTPOT_5,TOTPOT_6,TOTPOT_7,TOTPOT_8,TOTPOT_9,TOTPOT_10,TOTPOT_11,TOTPOT_12,TOTPOT_13,TOTPOT_14,TOTPOT_15,TOTPOT_16,TOTPOT_17,TOTPOT_18,TOTPOT_19,TOTPOT_20,TOTPOT_21,TOTPOT_22,TOTPOT_23,TOTPOT_24,TOTPOT_25,TOTPOT_26,TOTPOT_27,TOTPOT_28,TOTPOT_29,TOTPOT_30,TOTPOT_31,TOTPOT_32,TOTPOT_33,TOTPOT_34,TOTPOT_35,TOTPOT_36,TOTPOT_37,TOTPOT_38,TOTPOT_39,TOTPOT_40,TOTPOT_41,TOTPOT_42,TOTPOT_43,TOTPOT_44,TOTPOT_45,TOTPOT_46,TOTPOT_47,TOTPOT_48,TOTPOT_49,TOTPOT_50,TOTPOT_51,TOTPOT_52,TOTPOT_53,TOTPOT_54,TOTPOT_55,TOTPOT_56,TOTPOT_57,TOTPOT_58,TOTPOT_59,TOTPOT_60,TOTPOT_61,TOTPOT_62,TOTPOT_63,TOTPOT_64,TOTPOT_65,TOTPOT_66,TOTPOT_67,TOTPOT_68,TOTPOT_69,TOTPOT_70,TOTPOT_71,TOTPOT_72,TOTPOT_73,TOTPOT_74,TOTPOT_75,TOTPOT_76,TOTPOT_77,TOTPOT_78,TOTPOT_79,TOTPOT_80,TOTPOT_81,TOTPOT_82,TOTPOT_83,TOTPOT_84,TOTPOT_85,TOTPOT_86,TOTPOT_87,TOTPOT_88,TOTPOT_89,TOTPOT_90,TOTPOT_91,TOTPOT_92,TOTPOT_93,TOTPOT_94,TOTPOT_95,TOTPOT_96,TOTPOT_97,TOTPOT_98,TOTPOT_99,TOTPOT_100,TOTPOT_101,TOTPOT_102,TOTPOT_103,TOTPOT_104,TOTPOT_105,TOTPOT_106,TOTPOT_107,TOTPOT_108,TOTPOT_109,TOTPOT_110,TOTPOT_111,TOTPOT_112,TOTPOT_113,TOTPOT_114,TOTPOT_115,TOTPOT_116,TOTPOT_117,TOTPOT_118,TOTPOT_119
25,B,False,4.2423e+22,4.2268e+22,4.318e+22,4.2653e+22,4.1956e+22,4.2673e+22,4.3255e+22,4.2924e+22,4.2928e+22,4.3056e+22,4.3476e+22,4.2846e+22,4.2274e+22,4.2684e+22,4.3552e+22,4.3204e+22,4.3386e+22,4.3905e+22,4.5193e+22,4.5103e+22,4.3826e+22,4.4282e+22,4.3684e+22,4.3961e+22,4.3968e+22,4.3582e+22,4.3305e+22,4.3053e+22,4.2267e+22,4.2075e+22,4.2104e+22,4.215e+22,4.2573e+22,4.2757e+22,4.2549e+22,4.2567e+22,4.2432e+22,4.206e+22,4.2668e+22,4.222e+22,4.206e+22,4.2512e+22,4.3172e+22,4.2603e+22,4.2948e+22,4.3435e+22,4.353e+22,4.4182e+22,4.3977e+22,4.3334e+22,4.3341e+22,4.3141e+22,4.3618e+22,4.4005e+22,4.4242e+22,4.3893e+22,4.3542e+22,4.3059e+22,4.338e+22,4.329e+22,4.4236e+22,4.4974e+22,4.5063e+22,4.4197e+22,4.4796e+22,4.5351e+22,4.5702e+22,4.4999e+22,4.4812e+22,4.4504e+22,4.4843e+22,4.4841e+22,4.5681e+22,4.7041e+22,4.5978e+22,4.7994e+22,4.8068e+22,4.7487e+22,4.795e+22,4.7473e+22,4.9011e+22,5.0131e+22,4.9944e+22,5.2249e+22,5.3071e+22,5.3155e+22,5.0979e+22,5.0178e+22,5.1599e+22,5.1477e+22,5.2992e+22,5.2221e+22,5.1304e+22,5.2011e+22,5.1827e+22,5.1393e+22,5.1996e+22,5.1514e+22,5.0961e+22,5.2197e+22,5.3391e+22,5.4497e+22,5.5284e+22,5.4758e+22,5.444e+22,5.662e+22,5.7482e+22,5.8388e+22,5.7356e+22,5.711e+22,5.7729e+22,5.9301e+22,6.0881e+22,5.7678e+22,5.6769e+22,5.7727e+22,5.8725e+22,5.8036e+22,5.9239e+22
26,B,False,1.0632e+23,1.0655e+23,1.0553e+23,1.0522e+23,1.0486e+23,1.0476e+23,1.0562e+23,1.0402e+23,1.0281e+23,1.0364e+23,1.0103e+23,1.0141e+23,1.0135e+23,1.0055e+23,1.001e+23,9.8473e+22,9.9347e+22,9.8906e+22,9.9389e+22,1.0013e+23,9.8958e+22,9.6244e+22,9.7833e+22,9.7465e+22,9.8534e+22,9.8884e+22,9.7472e+22,9.6549e+22,9.7183e+22,9.5418e+22,9.6654e+22,9.624e+22,9.5535e+22,9.5262e+22,9.4858e+22,9.5627e+22,9.5847e+22,9.6337e+22,9.6526e+22,9.5919e+22,9.5747e+22,9.5416e+22,9.4567e+22,9.417e+22,9.2448e+22,9.3631e+22,9.366e+22,9.1362e+22,9.2333e+22,9.3665e+22,9.2328e+22,9.2344e+22,9.2724e+22,9.3704e+22,9.3306e+22,9.4559e+22,9.5909e+22,9.4465e+22,9.4221e+22,9.2649e+22,9.1408e+22,9.1811e+22,9.185e+22,9.2501e+22,9.3721e+22,9.5015e+22,9.4299e+22,9.3975e+22,9.377e+22,9.5111e+22,9.6669e+22,9.6469e+22,9.7646e+22,9.7061e+22,9.6879e+22,9.6353e+22,9.8353e+22,9.8735e+22,9.7077e+22,9.6466e+22,9.736e+22,9.6626e+22,9.655e+22,9.5282e+22,9.5631e+22,9.5871e+22,9.4932e+22,9.3972e+22,9.4494e+22,9.5652e+22,9.6353e+22,9.6452e+22,9.6243e+22,9.5796e+22,9.4628e+22,9.3565e+22,9.4207e+22,9.2943e+22,9.2607e+22,9.2854e+22,9.2566e+22,9.2131e+22,9.2802e+22,9.2477e+22,9.2351e+22,9.1448e+22,9.003e+22,9.0615e+22,9.0845e+22,9.3144e+22,9.1113e+22,9.174e+22,9.2711e+22,9.1967e+22,9.2356e+22,9.0918e+22,9.1843e+22,8.9613e+22,9.0353e+22
27,B,False,7.8936e+21,7.8877e+21,7.5249e+21,7.6728e+21,7.7244e+21,7.6179e+21,7.6108e+21,7.7721e+21,7.8045e+21,7.7549e+21,7.7564e+21,7.8049e+21,7.7327e+21,7.8286e+21,7.7849e+21,7.7888e+21,7.695e+21,7.6966e+21,7.9358e+21,7.9502e+21,7.5954e+21,7.821e+21,8.0839e+21,8.0757e+21,8.49e+21,8.3745e+21,8.2224e+21,8.1436e+21,7.9466e+21,7.9543e+21,8.1405e+21,8.2897e+21,7.9683e+21,8.016e+21,8.0021e+21,8.0774e+21,8.1694e+21,8.1228e+21,8.4124e+21,8.0945e+21,8.1928e+21,8.4852e+21,8.1838e+21,8.1699e+21,8.3577e+21,8.5373e+21,8.1264e+21,8.1763e+21,8.2084e+21,8.4755e+21,8.3228e+21,8.1653e+21,7.9372e+21,8.0141e+21,8.2534e+21,8.3734e+21,8.3455e+21,8.3489e+21,8.8099e+21,8.8554e+21,8.6338e+21,9.283e+21,9.0265e+21,9.0162e+21,8.9093e+21,8.9386e+21,8.902e+21,8.5952e+21,8.747e+21,8.8102e+21,8.7352e+21,8.2604e+21,8.3107e+21,8.5755e+21,8.5513e+21,8.7297e+21,8.8345e+21,9.0187e+21,9.1446e+21,9.1419e+21,8.8021e+21,8.9293e+21,8.8414e+21,8.7895e+21,8.8731e+21,8.8537e+21,8.6819e+21,8.6266e+21,8.6042e+21,8.5784e+21,8.5525e+21,8.6012e+21,8.7813e+21,8.8806e+21,8.8066e+21,8.3842e+21,8.7117e+21,8.2241e+21,8.1785e+21,8.0627e+21,8.3462e+21,8.1833e+21,7.9631e+21,7.905e+21,7.8859e+21,7.9643e+21,7.5349e+21,7.7755e+21,7.5809e+21,7.5201e+21,7.425e+21,7.6188e+21,7.4958e+21,7.5787e+21,7.6242e+21,7.7486e+21,7.6136e+21,7.5038e+21,7.6856e+21
28,B,False,2.1564e+23,2.1592e+23,2.1505e+23,2.1413e+23,2.1512e+23,2.15e+23,2.1516e+23,2.1484e+23,2.1499e+23,2.1547e+23,2.1666e+23,2.1766e+23,2.1762e+23,2.1839e+23,2.1999e+23,2.2117e+23,2.2143e+23,2.2121e+23,2.2275e+23,2.244e+23,2.2426e+23,2.244e+23,2.2421e+23,2.2368e+23,2.232e+23,2.232e+23,2.2407e+23,2.25e+23,2.2503e+23,2.2596e+23,2.2731e+23,2.2683e+23,2.275e+23,2.2811e+23,2.2754e+23,2.293e+23,2.3022e+23,2.2986e+23,2.307e+23,2.3234e+23,2.3186e+23,2.3314e+23,2.3411e+23,2.3249e+23,2.276e+23,2.2887e+23,2.3053e+23,2.3176e+23,2.3398e+23,2.3457e+23,2.3367e+23,2.3326e+23,2.3427e+23,2.3395e+23,2.3542e+23,2.3457e+23,2.3449e+23,2.3608e+23,2.3606e+23,2.3711e+23,2.379e+23,2.3723e+23,2.3622e+23,2.3678e+23,2.3723e+23,2.3642e+23,2.3553e+23,2.3625e+23,2.3682e+23,2.3676e+23,2.3803e+23,2.3869e+23,2.3743e+23,2.387e+23,2.3788e+23,2.3736e+23,2.372e+23,2.3756e+23,2.3597e+23,2.3621e+23,2.3624e+23,2.3428e+23,2.3327e+23,2.3485e+23,2.3421e+23,2.3397e+23,2.3299e+23,2.3296e+23,2.3355e+23,2.3351e+23,2.3369e+23,2.3303e+23,2.3343e+23,2.3176e+23,2.3265e+23,2.3254e+23,2.3264e+23,2.3257e+23,2.3222e+23,2.3167e+23,2.3087e+23,2.3049e+23,2.314e+23,2.3039e+23,2.3037e+23,2.2951e+23,2.2845e+23,2.2771e+23,2.2641e+23,2.2526e+23,2.2514e+23,2.2472e+23,2.2342e+23,2.238e+23,2.2444e+23,2.2587e+23,2.2427e+23,2.2362e+23,2.2337e+23
29,B,True,2.1608e+23,2.1498e+23,2.1441e+23,2.1343e+23,2.1347e+23,2.1402e+23,2.1347e+23,2.1226e+23,2.1253e+23,2.1229e+23,2.1279e+23,2.1237e+23,2.1301e+23,2.1219e+23,2.1027e+23,2.0938e+23,2.0986e+23,2.0944e+23,2.1018e+23,2.106e+23,2.0914e+23,2.0908e+23,2.0964e+23,2.0736e+23,2.0855e+23,2.0936e+23,2.1083e+23,2.0955e+23,2.0966e+23,2.1052e+23,2.1266e+23,2.1121e+23,2.1225e+23,2.1303e+23,2.126e+23,2.1268e+23,2.1245e+23,2.1295e+23,2.1228e+23,2.1146e+23,2.119e+23,2.1152e+23,2.109e+23,2.0884e+23,2.0891e+23,2.0926e+23,2.0782e+23,2.0748e+23,2.0797e+23,2.0581e+23,2.0431e+23,2.0403e+23,2.0369e+23,2.0457e+23,2.0604e+23,2.0473e+23,2.0352e+23,2.0417e+23,2.0393e+23,2.042e+23,2.044e+23,2.0513e+23,2.056e+23,2.0478e+23,2.0556e+23,2.0548e+23,2.0617e+23,2.0603e+23,2.0637e+23,2.0727e+23,2.0843e+23,2.0789e+23,2.0713e+23,2.0769e+23,2.086e+23,2.0682e+23,2.0652e+23,2.0802e+23,2.0922e+23,2.0872e+23,2.0805e+23,2.0847e+23,2.0907e+23,2.0816e+23,2.0742e+23,2.073e+23,2.0934e+23,2.0849e+23,2.0671e+23,2.0513e+23,2.0438e+23,2.0281e+23,2.0169e+23,2.0098e+23,2.0138e+23,2.0282e+23,2.0106e+23,2.0065e+23,2.0092e+23,2.0142e+23,2.0095e+23,2.0245e+23,2.0452e+23,2.054e+23,2.0735e+23,2.0908e+23,2.0816e+23,2.0861e+23,2.0797e+23,2.0797e+23,2.0809e+23,2.0825e+23,2.0869e+23,2.0778e+23,2.0834e+23,2.0739e+23,2.0397e+23,2.0386e+23,2.0321e+23
30,B,False,3.9666e+22,3.9651e+22,3.8713e+22,3.9141e+22,3.8658e+22,3.8303e+22,3.8049e+22,3.8685e+22,3.8973e+22,3.8848e+22,3.8849e+22,3.9089e+22,3.9045e+22,3.9052e+22,3.9213e+22,3.9011e+22,3.8885e+22,3.8189e+22,3.7953e+22,3.7875e+22,3.7043e+22,3.6705e+22,3.6171e+22,3.6466e+22,3.5947e+22,3.5976e+22,3.5697e+22,3.5003e+22,3.6106e+22,3.578e+22,3.5155e+22,3.4792e+22,3.4408e+22,3.4432e+22,3.4245e+22,3.5146e+22,3.4359e+22,3.3923e+22,3.4073e+22,3.3867e+22,3.4483e+22,3.4067e+22,3.4086e+22,3.4353e+22,3.3017e+22,3.3263e+22,3.4312e+22,3.363e+22,3.3176e+22,3.3632e+22,3.3463e+22,3.344e+22,3.3743e+22,3.3746e+22,3.3738e+22,3.3794e+22,3.3764e+22,3.3619e+22,3.3689e+22,3.3443e+22,3.3682e+22,3.2906e+22,3.2979e+22,3.2e+22,3.1745e+22,3.2529e+22,3.1974e+22,3.1378e+22,3.1012e+22,3.1702e+22,3.1674e+22,3.0897e+22,3.1042e+22,3.0939e+22,3.0818e+22,3.0224e+22,3.0697e+22,3.0689e+22,3.0123e+22,2.9907e+22,3.0178e+22,2.9991e+22,3.0681e+22,3.0976e+22,3.0998e+22,3.0842e+22,3.0965e+22,3.124e+22,3.1262e+22,3.0774e+22,3.087e+22,3.0714e+22,3.0918e+22,3.1174e+22,3.1484e+22,3.117e+22,3.0409e+22,2.9873e+22,2.998e+22,3.0237e+22,3.0033e+22,2.9863e+22,2.9871e+22,3.006e+22,3.0793e+22,3.0229e+22,2.9785e+22,2.9873e+22,3.0278e+22,3.03e+22,3.0489e+22,3.123e+22,3.1715e+22,3.2081e+22,3.3045e+22,3.3078e+22,3.3449e+22,3.3664e+22,3.3806e+22
31,B,False,8.4435e+22,8.2915e+22,8.2821e+22,8.2378e+22,8.0727e+22,8.1325e+22,8.0963e+22,8.1233e+22,8.07e+22,8.0731e+22,8.3719e+22,8.2736e+22,8.1577e+22,8.1706e+22,8.1253e+22,8.2003e+22,8.0897e+22,8.0951e+22,7.9627e+22,7.8482e+22,8.052e+22,7.921e+22,7.8829e+22,7.786e+22,7.7464e+22,7.7279e+22,7.5713e+22,7.483e+22,7.5043e+22,7.4376e+22,7.3949e+22,7.2362e+22,7.2148e+22,7.0846e+22,7.1781e+22,7.093e+22,6.9438e+22,6.9459e+22,6.7662e+22,6.7645e+22,6.7065e+22,6.7021e+22,6.7886e+22,6.7836e+22,6.641e+22,6.8085e+22,6.719e+22,6.6564e+22,6.6002e+22,6.5679e+22,6.5542e+22,6.4742e+22,6.3808e+22,6.5195e+22,6.5846e+22,6.5195e+22,6.3771e+22,6.4273e+22,6.3246e+22,6.2789e+22,6.2374e+22,6.1892e+22,6.3133e+22,6.2421e+22,6.1775e+22,6.2066e+22,6.1655e+22,6.1827e+22,6.058e+22,6.2712e+22,6.1293e+22,6.211e+22,6.1353e+22,6.1296e+22,6.0398e+22,5.9422e+22,5.8603e+22,5.8967e+22,5.8855e+22,5.8753e+22,5.9253e+22,5.8877e+22,5.9011e+22,5.9083e+22,5.8465e+22,5.7488e+22,5.6232e+22,5.7154e+22,5.6597e+22,5.5611e+22,5.5067e+22,5.5298e+22,5.5248e+22,5.4533e+22,5.4379e+22,5.4546e+22,5.4841e+22,5.4149e+22,5.5092e+22,5.5086e+22,5.4798e+22,5.5701e+22,5.5268e+22,5.463e+22,5.3945e+22,5.392e+22,5.4777e+22,5.4344e+22,5.3842e+22,5.3917e+22,5.3616e+22,5.2446e+22,5.2385e+22,5.2386e+22,5.2568e+22,5.2093e+22,5.1922e+22,5.2063e+22,5.2659e+22
32,B,False,6.8931e+22,6.9381e+22,6.9082e+22,6.9662e+22,6.7754e+22,6.726e+22,6.7416e+22,6.7771e+22,6.6916e+22,6.6278e+22,6.7084e+22,6.7843e+22,6.7737e+22,6.754e+22,6.7341e+22,6.7583e+22,6.6072e+22,6.6088e+22,6.5316e+22,6.6815e+22,6.6342e+22,6.6369e+22,6.674e+22,6.6988e+22,6.8863e+22,6.8158e+22,6.9789e+22,6.9209e+22,6.9395e+22,7.0605e+22,6.9163e+22,6.9498e+22,6.8911e+22,6.9721e+22,6.9502e+22,7.0121e+22,6.97e+22,6.9268e+22,7.0413e+22,7.043e+22,7.0342e+22,6.9906e+22,6.9926e+22,7.006e+22,7.0186e+22,6.9424e+22,6.9091e+22,6.8698e+22,6.8756e+22,6.8817e+22,6.9473e+22,6.9295e+22,7.028e+22,7.0435e+22,7.0005e+22,7.1043e+22,7.2291e+22,7.3766e+22,7.4566e+22,7.4289e+22,7.3803e+22,7.4526e+22,7.4232e+22,7.3911e+22,7.5279e+22,7.5581e+22,7.5213e+22,7.5663e+22,7.4892e+22,7.5072e+22,7.4005e+22,7.3387e+22,7.2448e+22,7.2786e+22,7.292e+22,7.4551e+22,7.4945e+22,7.567e+22,7.5322e+22,7.7693e+22,7.8785e+22,7.8275e+22,7.8483e+22,7.9719e+22,7.9276e+22,7.7414e+22,7.8249e+22,8.0167e+22,8.119e+22,8.036e+22,8.1417e+22,8.1971e+22,8.2089e+22,8.2775e+22,8.2074e+22,8.2498e+22,8.2481e+22,8.3483e+22,8.4433e+22,8.411e+22,8.5178e+22,8.5683e+22,8.685e+22,8.7372e+22,8.5958e+22,8.566e+22,8.4646e+22,8.5651e+22,8.6392e+22,8.5442e+22,8.5732e+22,8.6963e+22,8.7509e+22,8.6709e+22,8.6687e+22,8.6263e+22,8.5849e+22,8.6081e+22,8.6998e+22
33,B,False,4.8805e+22,4.7528e+22,4.7853e+22,4.8017e+22,4.6843e+22,4.7478e+22,4.7724e+22,4.8591e+22,4.9244e+22,4.9813e+22,5.0257e+22,5.0559e+22,5.0504e+22,5.1843e+22,5.3098e+22,5.4913e+22,5.4744e+22,5.515e+22,5.5275e+22,5.5588e+22,5.5453e+22,5.3932e+22,5.3316e+22,5.351e+22,5.3142e+22,5.1825e+22,5.0981e+22,5.0407e+22,4.9816e+22,4.995e+22,5.0239e+22,4.8898e+22,4.8642e+22,4.9069e+22,4.9751e+22,5.0809e+22,5.0506e+22,5.0915e+22,5.112e+22,5.3014e+22,5.3866e+22,5.4391e+22,5.3267e+22,5.417e+22,5.4747e+22,5.3209e+22,5.3201e+22,5.6033e+22,5.5486e+22,5.6214e+22,5.6241e+22,5.5866e+22,5.6566e+22,5.7035e+22,5.5533e+22,5.3898e+22,5.2207e+22,5.3111e+22,5.0279e+22,4.9282e+22,4.9491e+22,4.9901e+22,5.0657e+22,4.8944e+22,4.7211e+22,4.8e+22,4.7164e+22,4.7453e+22,4.7438e+22,4.7033e+22,4.7142e+22,4.7289e+22,4.8668e+22,4.8237e+22,4.8792e+22,5.0571e+22,5.0765e+22,5.111e+22,5.1578e+22,5.1859e+22,5.2328e+22,5.1739e+22,5.0577e+22,5.0986e+22,5.138e+22,5.1066e+22,5.0328e+22,5.0227e+22,4.9892e+22,4.994e+22,4.9582e+22,4.9353e+22,4.9146e+22,4.8612e+22,4.9746e+22,4.9735e+22,4.9346e+22,5.0367e+22,5.1142e+22,5.0726e+22,5.0607e+22,5.1568e+22,5.102e+22,5.17e+22,5.1588e+22,5.2232e+22,5.2049e+22,5.2732e+22,5.2376e+22,5.1839e+22,5.0583e+22,5.0292e+22,4.8617e+22,4.8189e+22,4.8435e+22,4.7711e+22,4.787e+22,4.823e+22,4.7769e+22
34,B,False,2.1347e+23,2.1226e+23,2.1253e+23,2.1229e+23,2.1279e+23,2.1237e+23,2.1301e+23,2.1219e+23,2.1027e+23,2.0938e+23,2.0986e+23,2.0944e+23,2.1018e+23,2.106e+23,2.0914e+23,2.0908e+23,2.0964e+23,2.0736e+23,2.0855e+23,2.0936e+23,2.1083e+23,2.0955e+23,2.0966e+23,2.1052e+23,2.1266e+23,2.1121e+23,2.1225e+23,2.1303e+23,2.126e+23,2.1268e+23,2.1245e+23,2.1295e+23,2.1228e+23,2.1146e+23,2.119e+23,2.1152e+23,2.109e+23,2.0884e+23,2.0891e+23,2.0926e+23,2.0782e+23,2.0748e+23,2.0797e+23,2.0581e+23,2.0431e+23,2.0403e+23,2.0369e+23,2.0457e+23,2.0604e+23,2.0473e+23,2.0352e+23,2.0417e+23,2.0393e+23,2.042e+23,2.044e+23,2.0513e+23,2.056e+23,2.0478e+23,2.0556e+23,2.0548e+23,2.0617e+23,2.0603e+23,2.0637e+23,2.0727e+23,2.0843e+23,2.0789e+23,2.0713e+23,2.0769e+23,2.086e+23,2.0682e+23,2.0652e+23,2.0802e+23,2.0922e+23,2.0872e+23,2.0805e+23,2.0847e+23,2.0907e+23,2.0816e+23,2.0742e+23,2.073e+23,2.0934e+23,2.0849e+23,2.0671e+23,2.0513e+23,2.0438e+23,2.0281e+23,2.0169e+23,2.0098e+23,2.0138e+23,2.0282e+23,2.0106e+23,2.0065e+23,2.0092e+23,2.0142e+23,2.0095e+23,2.0245e+23,2.0452e+23,2.054e+23,2.0735e+23,2.0908e+23,2.0816e+23,2.0861e+23,2.0797e+23,2.0797e+23,2.0809e+23,2.0825e+23,2.0869e+23,2.0778e+23,2.0834e+23,2.0739e+23,2.0397e+23,2.0386e+23,2.0321e+23,2.0243e+23,2.0303e+23,2.0412e+23,2.0428e+23,2.0326e+23,2.0324e+23
35,B,True,6.9186e+22,6.8682e+22,6.8218e+22,6.7645e+22,6.8739e+22,6.9441e+22,6.945e+22,6.8676e+22,6.992e+22,7.0248e+22,7.0796e+22,6.9696e+22,7.0998e+22,7.0622e+22,6.9018e+22,7.0708e+22,7.158e+22,7.0967e+22,7.1018e+22,7.0427e+22,6.7664e+22,6.8004e+22,6.85e+22,6.7735e+22,6.5634e+22,6.565e+22,6.7205e+22,6.6764e+22,6.6074e+22,6.6717e+22,6.6231e+22,6.6674e+22,6.5413e+22,6.606e+22,6.6424e+22,6.5953e+22,6.6227e+22,6.6758e+22,6.49e+22,6.4973e+22,6.565e+22,6.6809e+22,6.5229e+22,6.5514e+22,6.531e+22,6.6043e+22,6.6781e+22,6.5705e+22,6.646e+22,6.5894e+22,6.6127e+22,6.6413e+22,6.6183e+22,6.5057e+22,6.559e+22,6.5282e+22,6.5803e+22,6.6821e+22,6.585e+22,6.3878e+22,6.5436e+22,6.544e+22,6.5682e+22,6.4819e+22,6.489e+22,6.5216e+22,6.6345e+22,6.7007e+22,6.5981e+22,6.6153e+22,6.7447e+22,6.8873e+22,6.7535e+22,6.6439e+22,6.8409e+22,6.7634e+22,6.6237e+22,6.6409e+22,6.5745e+22,6.6664e+22,6.5428e+22,6.5225e+22,6.3711e+22,6.3736e+22,6.3403e+22,6.3841e+22,6.3148e+22,6.2234e+22,6.2083e+22,6.2555e+22,6.338e+22,6.3501e+22,6.2176e+22,6.1598e+22,6.2117e+22,6.1535e+22,6.2068e+22,6.1872e+22,6.1682e+22,6.2204e+22,6.1687e+22,6.1109e+22,6.3084e+22,6.2969e+22,6.4026e+22,6.3339e+22,6.2689e+22,6.2235e+22,6.1321e+22,6.1243e+22,6.2684e+22,6.2809e+22,6.3386e+22,6.274e+22,6.1802e+22,6.0627e+22,6.0525e+22,6.0521e+22,5.9861e+22
36,B,False,6.7095e+23,6.7154e+23,6.746e+23,6.7718e+23,6.7394e+23,6.7425e+23,6.7461e+23,6.733e+23,6.7066e+23,6.7267e+23,6.7346e+23,6.7279e+23,6.7316e+23,6.7169e+23,6.7151e+23,6.7185e+23,6.7335e+23,6.7451e+23,6.7521e+23,6.7518e+23,6.7333e+23,6.6985e+23,6.6879e+23,6.6729e+23,6.6591e+23,6.6801e+23,6.6746e+23,6.6894e+23,6.6892e+23,6.6701e+23,6.6582e+23,6.6861e+23,6.6713e+23,6.6519e+23,6.6509e+23,6.6515e+23,6.6344e+23,6.6199e+23,6.6183e+23,6.6144e+23,6.5958e+23,6.5658e+23,6.5531e+23,6.5522e+23,6.5434e+23,6.5656e+23,6.5979e+23,6.6215e+23,6.6505e+23,6.6443e+23,6.6762e+23,6.6881e+23,6.6754e+23,6.6788e+23,6.687e+23,6.6935e+23,6.6967e+23,6.6911e+23,6.6613e+23,6.6488e+23,6.6606e+23,6.6646e+23,6.639e+23,6.6312e+23,6.6286e+23,6.626e+23,6.6211e+23,6.6141e+23,6.5914e+23,6.5914e+23,6.5798e+23,6.5771e+23,6.5697e+23,6.5763e+23,6.5734e+23,6.5855e+23,6.554e+23,6.5312e+23,6.499e+23,6.4801e+23,6.4935e+23,6.4903e+23,6.4748e+23,6.4834e+23,6.4925e+23,6.515e+23,6.5051e+23,6.5119e+23,6.4985e+23,6.473e+23,6.5027e+23,6.5084e+23,6.5261e+23,6.5363e+23,6.531e+23,6.5445e+23,6.5351e+23,6.5187e+23,6.5261e+23,6.5354e+23,6.5682e+23,6.5633e+23,6.582e+23,6.5779e+23,6.5819e+23,6.5344e+23,6.5265e+23,6.4995e+23,6.4871e+23,6.4879e+23,6.4899e+23,6.4909e+23,6.4982e+23,6.5001e+23,6.52e+23,6.5202e+23,6.5374e+23,6.5118e+23,6.5107e+23
37,B,False,7.8938e+21,7.9843e+21,8.5359e+21,8.5459e+21,9.4412e+21,1.082e+22,1.1242e+22,1.1184e+22,1.1652e+22,1.2915e+22,1.4038e+22,1.5211e+22,1.543e+22,1.6954e+22,1.7919e+22,1.888e+22,1.8485e+22,1.8351e+22,1.8916e+22,1.9548e+22,2.0407e+22,2.0814e+22,2.1247e+22,2.1546e+22,2.322e+22,2.383e+22,2.4083e+22,2.3058e+22,2.3734e+22,2.3191e+22,2.3022e+22,2.4194e+22,2.5008e+22,2.4686e+22,2.4512e+22,2.4187e+22,2.4653e+22,2.4489e+22,2.4912e+22,2.61e+22,2.6064e+22,2.5868e+22,2.6204e+22,2.6985e+22,2.7671e+22,2.7138e+22,2.7223e+22,2.7003e+22,2.7761e+22,2.7864e+22,2.9052e+22,3.0185e+22,2.9483e+22,2.8928e+22,3.0205e+22,3.044e+22,3.0533e+22,3.16e+22,3.2118e+22,3.2889e+22,3.2587e+22,3.0566e+22,3.003e+22,3.0013e+22,2.9982e+22,3.0369e+22,2.9797e+22,2.9747e+22,3.0512e+22,2.9878e+22,2.9189e+22,2.8307e+22,3.0773e+22,3.0159e+22,3.0219e+22,3.0156e+22,2.9912e+22,3.0893e+22,2.9693e+22,2.913e+22,2.9433e+22,3.15e+22,3.26e+22,3.2285e+22,3.5774e+22,3.5374e+22,3.5402e+22,3.6424e+22,3.6482e+22,3.6211e+22,3.6177e+22,3.6366e+22,3.6068e+22,3.5445e+22,3.6092e+22,3.5183e+22,3.46e+22,3.4984e+22,3.6433e+22,3.7241e+22,3.8212e+22,3.8458e+22,3.7725e+22,3.7743e+22,3.7268e+22,3.6811e+22,3.7738e+22,3.5846e+22,3.5315e+22,3.5928e+22,3.7049e+22,3.7945e+22,3.7112e+22,3.6886e+22,3.7521e+22,3.7086e+22,3.6092e+22,3.5758e+22,3.4691e+22
