,FLARE_TYPE,COINCIDENCE,USFLUX_1,USFLUX_2,USFLUX_3,USFLUX_4,USFLUX_5,USFLUX_6,USFLUX_7,USFLUX_8,USFLUX_9,USFLUX_10,USFLUX_11,USFLUX_12,USFLUX_13,USFLUX_14,USFLUX_15,USFLUX_16,USFLUX_17,USFLUX_18,USFLUX_19,USFLUX_20,USFLUX_21,USFLUX_22,USFLUX_23,USFLUX_24,USFLUX_25,USFLUX_26,USFLUX_27,USFLUX_28,USFLUX_29,USFLUX_30,USFLUX_31,USFLUX_32,USFLUX_33,USFLUX_34,USFLUX_35,USFLUX_36,USFLUX_37,USFLUX_38,USFLUX_39,USFLUX_40,USFLUX_41,USFLUX_42,USFLUX_43,USFLUX_44,USFLUX_45,USFLUX_46,USFLUX_47,USFLUX_48,USFLUX_49,USFLUX_50,USFLUX_51,USFLUX_52,USFLUX_53,USFLUX_54,USFLUX_55,USFLUX_56,USFLUX_57,USFLUX_58,USFLUX_59,USFLUX_60,USFLUX_61,USFLUX_62,USFLUX_63,USFLUX_64,USFLUX_65,USFLUX_66,USFLUX_67,USFLUX_68,USFLUX_69,USFLUX_70,USFLUX_71,USFLUX_72,USFLUX_73,USFLUX_74,USFLUX_75,USFLUX_76,USFLUX_77,USFLUX_78,USFLUX_79,USFLUX_80,USFLUX_81,USFLUX_82,USFLUX_83,USFLUX_84,USFLUX_85,USFLUX_86,USFLUX_87,USFLUX_88,USFLUX_89,USFLUX_90,USFLUX_91,USFLUX_92,USFLUX_93,USFLUX_94,USFLUX_95,USFLUX_96,USFLUX_97,USFLUX_98,USFLUX_99,USFLUX_100,USFLUX_101,USFLUX_102,USFLUX_103,USFLUX_104,USFLUX_105,USFLUX_106,USFLUX_107,USFLUX_108,USFLUX_109,USFLUX_110,USFLUX_111,USFLUX_112,USFLUX_113,USFLUX_114,USFLUX_115,USFLUX_116,USFLUX_117,USFLUX_118,USFLUX_119
25,B,False,2.1015e+21,2.1148e+21,2.09e+21,2.1416e+21,2.148e+21,2.1464e+21,2.1673e+21,2.2503e+21,2.2732e+21,2.2585e+21,2.2788e+21,2.2889e+21,2.3128e+21,2.3568e+21,2.4356e+21,2.5229e+21,2.6177e+21,2.6427e+21,2.6658e+21,2.6759e+21,2.6926e+21,2.7031e+21,2.7036e+21,2.6633e+21,2.6463e+21,2.6413e+21,2.6248e+21,2.605e+21,2.6347e+21,2.6539e+21,2.6257e+21,2.6479e+21,2.6701e+21,2.6569e+21,2.6737e+21,2.6592e+21,2.6655e+21,2.6382e+21,2.6674e+21,2.6856e+21,2.7044e+21,2.7054e+21,2.6738e+21,2.6777e+21,2.7268e+21,2.7008e+21,2.6594e+21,2.6903e+21,2.6539e+21,2.6624e+21,2.6635e+21,2.6579e+21,2.6559e+21,2.6381e+21,2.6297e+21,2.652e+21,2.6922e+21,2.7369e+21,2.7298e+21,2.7516e+21,2.7954e+21,2.8044e+21,2.858e+21,2.8486e+21,2.9411e+21,2.9439e+21,2.9261e+21,2.8794e+21,2.9025e+21,2.873e+21,2.9131e+21,2.8972e+21,2.9292e+21,3.002e+21,3.0403e+21,3.0553e+21,3.0788e+21,3.1617e+21,3.2542e+21,3.254e+21,3.3378e+21,3.4348e+21,3.468e+21,3.4747e+21,3.4634e+21,3.5257e+21,3.4655e+21,3.485e+21,3.5246e+21,3.548e+21,3.5877e+21,3.5599e+21,3.5477e+21,3.57e+21,3.5605e+21,3.5517e+21,3.5139e+21,3.5516e+21,3.5726e+21,3.5881e+21,3.6105e+21,3.6738e+21,3.7036e+21,3.6869e+21,3.6764e+21,3.7197e+21,3.7475e+21,3.8407e+21,3.7971e+21,3.8461e+21,3.8599e+21,3.8448e+21,3.9139e+21,3.9365e+21,3.9181e+21,3.972e+21,3.9668e+21,4.0109e+21,4.0671e+21
26,B,False,6.057e+21,6.111e+21,6.0759e+21,6.1047e+21,6.1037e+21,6.0963e+21,6.0994e+21,6.1481e+21,6.1085e+21,6.1148e+21,6.1366e+21,6.1156e+21,6.1387e+21,6.1184e+21,6.1132e+21,6.1098e+21,6.1349e+21,6.1172e+21,6.1526e+21,6.1617e+21,6.147e+21,6.1393e+21,6.1793e+21,6.1722e+21,6.1954e+21,6.2061e+21,6.2145e+21,6.1956e+21,6.1944e+21,6.1726e+21,6.0917e+21,6.1257e+21,6.1366e+21,6.1122e+21,6.1937e+21,6.1818e+21,6.1487e+21,6.1421e+21,6.1531e+21,6.2356e+21,6.1914e+21,6.1781e+21,6.2217e+21,6.264e+21,6.2331e+21,6.2291e+21,6.2932e+21,6.2138e+21,6.162e+21,6.1842e+21,6.2387e+21,6.1678e+21,6.191e+21,6.1782e+21,6.1875e+21,6.2324e+21,6.2783e+21,6.2839e+21,6.3627e+21,6.3091e+21,6.35e+21,6.3746e+21,6.4262e+21,6.4046e+21,6.4001e+21,6.4206e+21,6.5102e+21,6.5153e+21,6.4477e+21,6.5163e+21,6.6106e+21,6.6143e+21,6.6312e+21,6.668e+21,6.6889e+21,6.6293e+21,6.754e+21,6.7318e+21,6.7661e+21,6.7635e+21,6.8332e+21,6.8952e+21,6.8664e+21,6.8734e+21,6.8679e+21,6.8595e+21,6.8544e+21,6.8562e+21,6.8075e+21,6.8504e+21,6.8723e+21,6.9178e+21,6.9755e+21,7.0122e+21,6.9535e+21,6.9052e+21,6.8605e+21,6.8405e+21,6.7981e+21,6.7664e+21,6.7326e+21,6.7214e+21,6.7497e+21,6.6747e+21,6.6945e+21,6.7007e+21,6.6973e+21,6.7304e+21,6.7385e+21,6.8396e+21,6.7993e+21,6.8599e+21,6.9628e+21,6.8417e+21,6.8255e+21,6.8474e+21,6.9349e+21,6.8301e+21,6.834e+21
27,B,False,1.8845e+21,1.8502e+21,1.7939e+21,1.7829e+21,1.7893e+21,1.8135e+21,1.7958e+21,1.8053e+21,1.8289e+21,1.8312e+21,1.8431e+21,1.8521e+21,1.8237e+21,1.8986e+21,1.9647e+21,1.9674e+21,1.9747e+21,2.0027e+21,2.0683e+21,2.0705e+21,2.0449e+21,2.1212e+21,2.1564e+21,2.1339e+21,2.1847e+21,2.1361e+21,2.1104e+21,2.0522e+21,2.0227e+21,2.0544e+21,2.0397e+21,2.0223e+21,2e+21,2.001e+21,2.0053e+21,2.0351e+21,2.0428e+21,2.0649e+21,2.0787e+21,2.0586e+21,2.0627e+21,2.0955e+21,2.1025e+21,2.1082e+21,2.1617e+21,2.191e+21,2.1671e+21,2.2244e+21,2.2433e+21,2.2393e+21,2.268e+21,2.2693e+21,2.241e+21,2.274e+21,2.2756e+21,2.2837e+21,2.2886e+21,2.284e+21,2.3198e+21,2.3382e+21,2.3095e+21,2.3512e+21,2.3463e+21,2.3309e+21,2.3198e+21,2.3162e+21,2.2966e+21,2.2522e+21,2.2389e+21,2.2271e+21,2.1903e+21,2.1688e+21,2.1742e+21,2.1814e+21,2.209e+21,2.2593e+21,2.3311e+21,2.3741e+21,2.4199e+21,2.4354e+21,2.434e+21,2.4653e+21,2.4116e+21,2.4194e+21,2.4047e+21,2.3775e+21,2.3155e+21,2.3183e+21,2.3109e+21,2.2648e+21,2.2419e+21,2.2317e+21,2.2362e+21,2.2327e+21,2.2144e+21,2.1368e+21,2.1704e+21,2.1104e+21,2.0928e+21,2.0901e+21,2.1254e+21,2.1284e+21,2.106e+21,2.1171e+21,2.1133e+21,2.1099e+21,2.0503e+21,2.1116e+21,2.1265e+21,2.106e+21,2.118e+21,2.1278e+21,2.0642e+21,2.0803e+21,2.1191e+21,2.1318e+21,2.1149e+21,2.0967e+21,2.1033e+21
28,B,False,6.1587e+21,6.1419e+21,6.1498e+21,6.1078e+21,6.0809e+21,6.1207e+21,6.1186e+21,6.1588e+21,6.1643e+21,6.1858e+21,6.1771e+21,6.2191e+21,6.241e+21,6.2217e+21,6.2596e+21,6.3424e+21,6.4514e+21,6.4917e+21,6.4747e+21,6.5184e+21,6.5376e+21,6.5222e+21,6.5264e+21,6.5258e+21,6.5021e+21,6.5603e+21,6.4705e+21,6.5223e+21,6.5337e+21,6.5065e+21,6.5087e+21,6.4638e+21,6.4721e+21,6.5185e+21,6.5045e+21,6.5312e+21,6.5789e+21,6.6393e+21,6.6494e+21,6.6999e+21,6.7554e+21,6.7881e+21,6.7809e+21,6.7943e+21,6.6987e+21,6.6763e+21,6.6688e+21,6.6478e+21,6.6905e+21,6.6961e+21,6.6649e+21,6.648e+21,6.6659e+21,6.6537e+21,6.6948e+21,6.74e+21,6.7433e+21,6.8307e+21,6.8074e+21,6.8317e+21,6.836e+21,6.8059e+21,6.7962e+21,6.7758e+21,6.7866e+21,6.8378e+21,6.8028e+21,6.7946e+21,6.7456e+21,6.8306e+21,6.8409e+21,6.842e+21,6.8381e+21,6.8951e+21,6.9011e+21,6.8862e+21,6.958e+21,6.921e+21,6.8783e+21,6.8588e+21,6.8489e+21,6.8333e+21,6.7796e+21,6.7889e+21,6.7531e+21,6.7942e+21,6.8201e+21,6.823e+21,6.8253e+21,6.8512e+21,6.848e+21,6.8348e+21,6.8962e+21,6.8721e+21,6.8281e+21,6.8402e+21,6.8491e+21,6.8577e+21,6.8382e+21,6.8142e+21,6.8223e+21,6.7533e+21,6.7346e+21,6.7487e+21,6.7009e+21,6.6824e+21,6.6229e+21,6.601e+21,6.5686e+21,6.529e+21,6.5346e+21,6.5652e+21,6.552e+21,6.4953e+21,6.5165e+21,6.5198e+21,6.4919e+21,6.5029e+21,6.4669e+21
29,B,True,5.9915e+21,5.9282e+21,5.9551e+21,5.9101e+21,5.8964e+21,5.8859e+21,5.8792e+21,5.8777e+21,5.8707e+21,5.8826e+21,5.8871e+21,5.8577e+21,5.8505e+21,5.8434e+21,5.8602e+21,5.8359e+21,5.8202e+21,5.8583e+21,5.8659e+21,5.9127e+21,5.9194e+21,5.8796e+21,5.9264e+21,5.95e+21,5.9745e+21,5.9683e+21,5.9509e+21,5.9267e+21,5.913e+21,5.9286e+21,5.9938e+21,5.9937e+21,6.0002e+21,6.0167e+21,5.9938e+21,6.0438e+21,6.0349e+21,6.0191e+21,5.9875e+21,5.9449e+21,5.9162e+21,5.9168e+21,5.8201e+21,5.7923e+21,5.7446e+21,5.7402e+21,5.7509e+21,5.6908e+21,5.71e+21,5.7436e+21,5.7014e+21,5.7089e+21,5.6739e+21,5.7121e+21,5.726e+21,5.7053e+21,5.6998e+21,5.6682e+21,5.6745e+21,5.6747e+21,5.7079e+21,5.7123e+21,5.7339e+21,5.7197e+21,5.7026e+21,5.7155e+21,5.693e+21,5.6832e+21,5.6835e+21,5.6715e+21,5.6821e+21,5.6652e+21,5.6617e+21,5.6618e+21,5.6626e+21,5.6087e+21,5.5932e+21,5.6392e+21,5.63e+21,5.6131e+21,5.6093e+21,5.6253e+21,5.6058e+21,5.6004e+21,5.6143e+21,5.6001e+21,5.5881e+21,5.588e+21,5.5847e+21,5.5546e+21,5.5544e+21,5.5564e+21,5.5555e+21,5.5598e+21,5.6071e+21,5.6216e+21,5.5908e+21,5.5773e+21,5.5788e+21,5.5789e+21,5.5811e+21,5.5975e+21,5.6466e+21,5.6679e+21,5.721e+21,5.7073e+21,5.7737e+21,5.7647e+21,5.7872e+21,5.7898e+21,5.8022e+21,5.8004e+21,5.7977e+21,5.7977e+21,5.8102e+21,5.7596e+21,5.6972e+21,5.6952e+21,5.7001e+21
30,B,False,5.729e+21,5.6068e+21,5.5921e+21,5.6251e+21,5.5291e+21,5.4409e+21,5.4602e+21,5.5203e+21,5.4311e+21,5.4372e+21,5.5094e+21,5.519e+21,5.4947e+21,5.4725e+21,5.4641e+21,5.4884e+21,5.5574e+21,5.4602e+21,5.4264e+21,5.5894e+21,5.5078e+21,5.5392e+21,5.5081e+21,5.488e+21,5.5068e+21,5.4606e+21,5.4353e+21,5.3713e+21,5.4367e+21,5.389e+21,5.3877e+21,5.4005e+21,5.4132e+21,5.4322e+21,5.4148e+21,5.4449e+21,5.3901e+21,5.357e+21,5.3722e+21,5.3666e+21,5.4561e+21,5.4015e+21,5.4358e+21,5.3869e+21,5.392e+21,5.4399e+21,5.4968e+21,5.4664e+21,5.4574e+21,5.4792e+21,5.4792e+21,5.4177e+21,5.418e+21,5.4101e+21,5.3972e+21,5.4143e+21,5.4027e+21,5.3892e+21,5.3839e+21,5.4568e+21,5.457e+21,5.5887e+21,5.6992e+21,5.7187e+21,5.7507e+21,5.8555e+21,5.8747e+21,5.8984e+21,5.924e+21,6.0371e+21,6.0973e+21,6.0578e+21,6.0903e+21,6.0882e+21,5.9971e+21,5.9007e+21,5.8556e+21,5.8868e+21,5.893e+21,5.8527e+21,5.8811e+21,5.8618e+21,5.8508e+21,5.8745e+21,5.9775e+21,5.9754e+21,5.9485e+21,5.983e+21,5.9917e+21,6.1187e+21,6.1183e+21,6.1343e+21,6.1187e+21,6.1313e+21,6.1727e+21,6.1704e+21,6.1465e+21,6.1103e+21,6.0791e+21,6.0661e+21,6.0703e+21,6.0324e+21,5.9815e+21,6.0667e+21,6.0314e+21,6.0355e+21,6.0195e+21,6.0845e+21,6.0933e+21,6.1791e+21,6.1937e+21,6.3377e+21,6.4441e+21,6.5504e+21,6.6084e+21,6.6842e+21,6.7967e+21,6.8149e+21,6.8858e+21
31,B,False,6.8537e+21,6.8092e+21,6.8084e+21,6.8386e+21,6.7677e+21,6.7831e+21,6.8593e+21,6.8384e+21,6.8754e+21,6.8761e+21,7.1047e+21,7.1247e+21,7.1527e+21,7.1787e+21,7.1434e+21,7.201e+21,7.2539e+21,7.2487e+21,7.2802e+21,7.2707e+21,7.4252e+21,7.3582e+21,7.1934e+21,7.2019e+21,7.1539e+21,7.1492e+21,7.0753e+21,7.0879e+21,7.0389e+21,7.0071e+21,7.0447e+21,7.0827e+21,6.934e+21,6.9703e+21,6.9367e+21,6.8908e+21,6.9663e+21,7.111e+21,6.9026e+21,6.8823e+21,6.8871e+21,6.8857e+21,6.8251e+21,6.8147e+21,6.8494e+21,6.8223e+21,6.8228e+21,6.8054e+21,6.8047e+21,6.7751e+21,6.7422e+21,6.7849e+21,6.7812e+21,6.7809e+21,6.822e+21,6.8642e+21,6.8342e+21,6.8655e+21,6.8623e+21,6.8228e+21,6.8508e+21,6.8667e+21,6.8755e+21,6.8662e+21,6.9145e+21,6.869e+21,6.9047e+21,7.0071e+21,6.9649e+21,7.0804e+21,7.0853e+21,7.1371e+21,7.1122e+21,7.1373e+21,7.1566e+21,7.1838e+21,7.1328e+21,7.1333e+21,7.116e+21,7.0716e+21,7.1545e+21,7.1111e+21,7.0588e+21,6.9378e+21,6.8258e+21,6.8103e+21,6.757e+21,6.5921e+21,6.5584e+21,6.4836e+21,6.3744e+21,6.4639e+21,6.3503e+21,6.4191e+21,6.3728e+21,6.4172e+21,6.379e+21,6.2712e+21,6.3911e+21,6.4224e+21,6.421e+21,6.4933e+21,6.3966e+21,6.4038e+21,6.2986e+21,6.4083e+21,6.3784e+21,6.3535e+21,6.3634e+21,6.398e+21,6.4759e+21,6.356e+21,6.3997e+21,6.3829e+21,6.3929e+21,6.2997e+21,6.3237e+21,6.3453e+21,6.3444e+21
32,B,False,7.6199e+21,7.5302e+21,7.5011e+21,7.4783e+21,7.4667e+21,7.2863e+21,7.2232e+21,7.1266e+21,7.1509e+21,7.1906e+21,7.1585e+21,7.1852e+21,7.178e+21,7.2376e+21,7.1892e+21,7.3302e+21,7.3479e+21,7.368e+21,7.3514e+21,7.4618e+21,7.4372e+21,7.4121e+21,7.4689e+21,7.4367e+21,7.4915e+21,7.4637e+21,7.579e+21,7.5126e+21,7.3322e+21,7.2676e+21,7.1932e+21,7.2071e+21,7.1634e+21,7.1524e+21,7.0774e+21,7.0516e+21,7.0037e+21,7.0344e+21,7.0621e+21,7.0004e+21,7.0499e+21,6.9527e+21,6.9442e+21,7.0203e+21,7.0694e+21,7.022e+21,6.9905e+21,6.9648e+21,6.9514e+21,6.9175e+21,6.9389e+21,6.9391e+21,6.889e+21,6.9005e+21,6.886e+21,6.8657e+21,6.9376e+21,6.8678e+21,6.9573e+21,6.9946e+21,6.9888e+21,7.0778e+21,7.1323e+21,7.2815e+21,7.355e+21,7.3862e+21,7.4588e+21,7.482e+21,7.5112e+21,7.4779e+21,7.4598e+21,7.538e+21,7.506e+21,7.4822e+21,7.402e+21,7.315e+21,7.3071e+21,7.2753e+21,7.2361e+21,7.2212e+21,7.0978e+21,6.961e+21,6.9296e+21,6.9074e+21,6.9217e+21,6.9224e+21,6.9168e+21,6.9278e+21,7.027e+21,7.0287e+21,7.0226e+21,7.055e+21,7.0539e+21,7.0335e+21,7.0251e+21,7.0094e+21,7.0026e+21,7.0463e+21,7.0611e+21,7.0304e+21,7.0654e+21,7.0469e+21,7.0513e+21,7.044e+21,6.9882e+21,7.0426e+21,6.9652e+21,6.9644e+21,6.8921e+21,6.9405e+21,6.9489e+21,6.9919e+21,7.0125e+21,6.9881e+21,6.9943e+21,6.9518e+21,6.9067e+21,6.9124e+21,6.9052e+21
33,B,False,1.2133e+22,1.2003e+22,1.2188e+22,1.2295e+22,1.2247e+22,1.2438e+22,1.2483e+22,1.2642e+22,1.2747e+22,1.2767e+22,1.2832e+22,1.2836e+22,1.2876e+22,1.2943e+22,1.3011e+22,1.3017e+22,1.2939e+22,1.2936e+22,1.2857e+22,1.2747e+22,1.2701e+22,1.2566e+22,1.2294e+22,1.2142e+22,1.1964e+22,1.1731e+22,1.1637e+22,1.1492e+22,1.1284e+22,1.1221e+22,1.115e+22,1.1039e+22,1.1016e+22,1.1017e+22,1.0932e+22,1.0965e+22,1.093e+22,1.0937e+22,1.0995e+22,1.1048e+22,1.1125e+22,1.1089e+22,1.1298e+22,1.1249e+22,1.1444e+22,1.1455e+22,1.156e+22,1.1836e+22,1.1799e+22,1.2048e+22,1.2164e+22,1.221e+22,1.2263e+22,1.2247e+22,1.22e+22,1.217e+22,1.1993e+22,1.1828e+22,1.1762e+22,1.1662e+22,1.1425e+22,1.1402e+22,1.1242e+22,1.1052e+22,1.0971e+22,1.0686e+22,1.055e+22,1.0492e+22,1.0445e+22,1.0307e+22,1.0343e+22,1.0337e+22,1.0226e+22,1.0348e+22,1.041e+22,1.0649e+22,1.0659e+22,1.0839e+22,1.0913e+22,1.0999e+22,1.0963e+22,1.1061e+22,1.1041e+22,1.0934e+22,1.1008e+22,1.0934e+22,1.1018e+22,1.089e+22,1.0812e+22,1.0838e+22,1.0864e+22,1.0836e+22,1.0779e+22,1.0727e+22,1.0799e+22,1.0677e+22,1.0648e+22,1.066e+22,1.0725e+22,1.0652e+22,1.0652e+22,1.0668e+22,1.0584e+22,1.0606e+22,1.0523e+22,1.0628e+22,1.048e+22,1.0381e+22,1.0221e+22,1.0161e+22,9.9498e+21,9.8954e+21,9.7427e+21,9.7125e+21,9.5964e+21,9.2952e+21,9.2248e+21,9.1607e+21,9.0888e+21
34,B,False,5.8792e+21,5.8777e+21,5.8707e+21,5.8826e+21,5.8871e+21,5.8577e+21,5.8505e+21,5.8434e+21,5.8602e+21,5.8359e+21,5.8202e+21,5.8583e+21,5.8659e+21,5.9127e+21,5.9194e+21,5.8796e+21,5.9264e+21,5.95e+21,5.9745e+21,5.9683e+21,5.9509e+21,5.9267e+21,5.913e+21,5.9286e+21,5.9938e+21,5.9937e+21,6.0002e+21,6.0167e+21,5.9938e+21,6.0438e+21,6.0349e+21,6.0191e+21,5.9875e+21,5.9449e+21,5.9162e+21,5.9168e+21,5.8201e+21,5.7923e+21,5.7446e+21,5.7402e+21,5.7509e+21,5.6908e+21,5.71e+21,5.7436e+21,5.7014e+21,5.7089e+21,5.6739e+21,5.7121e+21,5.726e+21,5.7053e+21,5.6998e+21,5.6682e+21,5.6745e+21,5.6747e+21,5.7079e+21,5.7123e+21,5.7339e+21,5.7197e+21,5.7026e+21,5.7155e+21,5.693e+21,5.6832e+21,5.6835e+21,5.6715e+21,5.6821e+21,5.6652e+21,5.6617e+21,5.6618e+21,5.6626e+21,5.6087e+21,5.5932e+21,5.6392e+21,5.63e+21,5.6131e+21,5.6093e+21,5.6253e+21,5.6058e+21,5.6004e+21,5.6143e+21,5.6001e+21,5.5881e+21,5.588e+21,5.5847e+21,5.5546e+21,5.5544e+21,5.5564e+21,5.5555e+21,5.5598e+21,5.6071e+21,5.6216e+21,5.5908e+21,5.5773e+21,5.5788e+21,5.5789e+21,5.5811e+21,5.5975e+21,5.6466e+21,5.6679e+21,5.721e+21,5.7073e+21,5.7737e+21,5.7647e+21,5.7872e+21,5.7898e+21,5.8022e+21,5.8004e+21,5.7977e+21,5.7977e+21,5.8102e+21,5.7596e+21,5.6972e+21,5.6952e+21,5.7001e+21,5.6627e+21,5.6495e+21,5.6827e+21,5.6849e+21,5.6702e+21,5.6865e+21
35,B,True,5.303e+21,5.2475e+21,5.2439e+21,5.2399e+21,5.1743e+21,5.18e+21,5.2592e+21,5.2501e+21,5.272e+21,5.249e+21,5.3399e+21,5.283e+21,5.3575e+21,5.2737e+21,5.1689e+21,5.1628e+21,5.2781e+21,5.2597e+21,5.2388e+21,5.2541e+21,5.2512e+21,5.2161e+21,5.1812e+21,5.1895e+21,5.0968e+21,5.0823e+21,5.0852e+21,5.0832e+21,5.1115e+21,5.1661e+21,5.1127e+21,5.0862e+21,5.0614e+21,5.1018e+21,5.1036e+21,5.1114e+21,5.1348e+21,5.1453e+21,5.0933e+21,5.0455e+21,5.0352e+21,5.1253e+21,5.0608e+21,5.067e+21,5.0913e+21,5.1473e+21,5.0808e+21,5.1165e+21,5.0776e+21,5.1156e+21,5.182e+21,5.1523e+21,5.208e+21,5.2848e+21,5.2867e+21,5.249e+21,5.3185e+21,5.3681e+21,5.3466e+21,5.3873e+21,5.3896e+21,5.3685e+21,5.3794e+21,5.3851e+21,5.4001e+21,5.4382e+21,5.4626e+21,5.4538e+21,5.4044e+21,5.3772e+21,5.4048e+21,5.369e+21,5.3707e+21,5.377e+21,5.3892e+21,5.392e+21,5.3531e+21,5.3574e+21,5.2564e+21,5.2324e+21,5.222e+21,5.2024e+21,5.1421e+21,5.139e+21,5.0585e+21,5.0501e+21,5.0641e+21,5.0281e+21,5.0409e+21,5.0884e+21,5.0916e+21,5.0723e+21,5.0824e+21,5.0544e+21,5.0563e+21,5.0314e+21,5.0696e+21,5.1e+21,5.0713e+21,5.0474e+21,5.0359e+21,5.0184e+21,5.0588e+21,5.0521e+21,5.0521e+21,5.0875e+21,5.072e+21,5.036e+21,5.006e+21,5.0345e+21,5.0312e+21,5.0409e+21,5.1614e+21,5.1628e+21,5.1239e+21,5.094e+21,5.0854e+21,5.0864e+21,5.1051e+21
36,B,False,1.671e+22,1.6784e+22,1.6659e+22,1.6653e+22,1.6698e+22,1.6589e+22,1.6616e+22,1.6682e+22,1.6592e+22,1.6684e+22,1.6649e+22,1.663e+22,1.6722e+22,1.6664e+22,1.6693e+22,1.672e+22,1.6765e+22,1.6748e+22,1.674e+22,1.6758e+22,1.6713e+22,1.6627e+22,1.6615e+22,1.6593e+22,1.6604e+22,1.658e+22,1.6504e+22,1.6522e+22,1.6477e+22,1.6356e+22,1.6302e+22,1.6292e+22,1.624e+22,1.6227e+22,1.6152e+22,1.6155e+22,1.6165e+22,1.615e+22,1.6188e+22,1.6161e+22,1.6118e+22,1.6126e+22,1.5945e+22,1.5846e+22,1.5847e+22,1.5882e+22,1.5966e+22,1.5973e+22,1.5942e+22,1.6021e+22,1.6117e+22,1.6236e+22,1.6084e+22,1.6039e+22,1.5916e+22,1.579e+22,1.5724e+22,1.5649e+22,1.5601e+22,1.5562e+22,1.556e+22,1.5498e+22,1.5498e+22,1.5561e+22,1.5473e+22,1.5509e+22,1.5581e+22,1.5637e+22,1.552e+22,1.5506e+22,1.5449e+22,1.5499e+22,1.5549e+22,1.5592e+22,1.5695e+22,1.5702e+22,1.5769e+22,1.5779e+22,1.5847e+22,1.5773e+22,1.5802e+22,1.5758e+22,1.5705e+22,1.5636e+22,1.5645e+22,1.5641e+22,1.5607e+22,1.5568e+22,1.5551e+22,1.5437e+22,1.5443e+22,1.5402e+22,1.5401e+22,1.541e+22,1.5357e+22,1.5452e+22,1.5507e+22,1.5511e+22,1.5624e+22,1.5726e+22,1.5852e+22,1.5953e+22,1.5896e+22,1.5936e+22,1.5943e+22,1.5749e+22,1.5716e+22,1.569e+22,1.5637e+22,1.5621e+22,1.5691e+22,1.57e+22,1.5743e+22,1.574e+22,1.5772e+22,1.574e+22,1.5801e+22,1.5782e+22,1.5751e+22
37,B,False,1.3975e+21,1.4191e+21,1.4529e+21,1.4856e+21,1.5579e+21,1.6308e+21,1.6892e+21,1.7281e+21,1.7265e+21,1.8093e+21,1.884e+21,1.9345e+21,1.9542e+21,1.9805e+21,2.0167e+21,2.0487e+21,2.1083e+21,2.1505e+21,2.1772e+21,2.275e+21,2.28e+21,2.3093e+21,2.386e+21,2.4684e+21,2.5452e+21,2.6583e+21,2.7099e+21,2.7738e+21,2.7666e+21,2.7972e+21,2.8194e+21,2.8305e+21,2.867e+21,2.8715e+21,2.8718e+21,2.8511e+21,2.81e+21,2.8524e+21,2.8909e+21,2.9087e+21,2.9397e+21,2.9576e+21,2.9778e+21,2.9974e+21,3.0096e+21,3.0467e+21,3.0544e+21,3.0731e+21,3.1228e+21,3.0728e+21,3.1856e+21,3.1526e+21,3.2052e+21,3.3013e+21,3.2866e+21,3.3029e+21,3.337e+21,3.3221e+21,3.325e+21,3.3944e+21,3.3821e+21,3.4377e+21,3.4578e+21,3.4521e+21,3.4063e+21,3.3618e+21,3.306e+21,3.2577e+21,3.2635e+21,3.3096e+21,3.3005e+21,3.3074e+21,3.4063e+21,3.4394e+21,3.404e+21,3.3874e+21,3.3665e+21,3.4323e+21,3.3853e+21,3.4677e+21,3.4469e+21,3.4455e+21,3.487e+21,3.5278e+21,3.5319e+21,3.6131e+21,3.6654e+21,3.6121e+21,3.6348e+21,3.6757e+21,3.6629e+21,3.6997e+21,3.6648e+21,3.6656e+21,3.6744e+21,3.6939e+21,3.654e+21,3.6692e+21,3.6605e+21,3.6833e+21,3.7411e+21,3.7914e+21,3.7298e+21,3.7334e+21,3.7861e+21,3.7961e+21,3.7734e+21,3.733e+21,3.7439e+21,3.7535e+21,3.7639e+21,3.793e+21,3.8312e+21,3.7504e+21,3.8007e+21,3.7581e+21,3.7756e+21,3.7659e+21,3.667e+21
